Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
136;22223;"Forest Policy and Economics";journal;"13899341";"Elsevier B.V.";No;No;1,205;Q1;92;175;452;14268;2182;403;4,63;81,53;39,44;5;148;Netherlands;Western Europe;"Elsevier B.V.";"2000-2025";"Economics and Econometrics (Q1); Forestry (Q1); Management, Monitoring, Policy and Law (Q1); Sociology and Political Science (Q1)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Environmental Science; Social Sciences"
137;5700165635;"Journal of Elections, Public Opinion and Parties";journal;"17457289";"Routledge";No;No;1,202;Q1;38;83;157;4288;430;119;1,67;51,66;27,78;5;26;United States;Northern America;"Routledge";"2010-2025";"Sociology and Political Science (Q1)";"Social Sciences"
138;18062;"Sociologia Ruralis";journal;"14679523, 00380199";"Wiley-Blackwell Publishing Ltd";No;No;1,202;Q1;106;34;123;2535;581;119;4,74;74,56;63,10;2;22;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1960, 1962-2025";"Sociology and Political Science (Q1)";"Social Sciences"
139;13857;"Housing, Theory and Society";journal;"16512278, 14036096";"Taylor and Francis Ltd.";No;No;1,194;Q1;60;56;101;3243;434;100;3,28;57,91;54,44;0;46;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2025";"Development (Q1); Sociology and Political Science (Q1); Urban Studies (Q1)";"Social Sciences"
140;30086;"Journal of Social and Personal Relationships";journal;"02654075";"SAGE Publications Ltd";No;No;1,190;Q1;108;189;541;11690;1859;540;3,05;61,85;64,25;0;38;United Kingdom;Western Europe;"SAGE Publications Ltd";"1984-2025";"Communication (Q1); Developmental and Educational Psychology (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)";"Psychology; Social Sciences"
141;21100197766;"Chinese Sociological Review";journal;"21620555, 21620563";"M.E. Sharpe Inc.";No;No;1,189;Q1;33;35;62;2243;251;62;3,56;64,09;51,19;0;25;United States;Northern America;"M.E. Sharpe Inc.";"2011-2025";"Anthropology (Q1); Demography (Q1); Gender Studies (Q1); Sociology and Political Science (Q1)";"Social Sciences"
142;5700181569;"Journal of Gambling Studies";journal;"10505350, 15733602";"Springer International Publishing AG";No;No;1,183;Q1;92;135;257;7723;844;257;3,29;57,21;43,86;0;19;United States;Northern America;"Springer International Publishing AG";"1990-2025";"Psychology (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Psychology; Social Sciences"
143;17409;"Poetics";journal;"0304422X";"Elsevier B.V.";No;No;1,176;Q1;82;51;172;3546;496;169;2,38;69,53;43,43;1;13;Netherlands;Western Europe;"Elsevier B.V.";"1971-2025";"Communication (Q1); Cultural Studies (Q1); Linguistics and Language (Q1); Literature and Literary Theory (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences"
144;13524;"Discourse and Society";journal;"14603624, 09579265";"SAGE Publications Ltd";No;No;1,174;Q1;90;74;113;4001;493;113;3,77;54,07;48,72;0;24;United Kingdom;Western Europe;"SAGE Publications Ltd";"1990-2025";"Communication (Q1); Linguistics and Language (Q1); Sociology and Political Science (Q1)";"Social Sciences"
145;25987;"Social Networks";journal;"03788733";"Elsevier B.V.";No;No;1,168;Q1;120;70;227;4718;708;225;2,90;67,40;32,42;0;14;Netherlands;Western Europe;"Elsevier B.V.";"1978-2025";"Anthropology (Q1); Psychology (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Psychology; Social Sciences"
146;20943;"Scandinavian Political Studies";journal;"00806757, 14679477";"Wiley-Blackwell Publishing Ltd";No;No;1,161;Q1;52;31;63;2043;214;62;3,05;65,90;31,37;1;8;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1967-1973, 1975-2025";"Sociology and Political Science (Q1)";"Social Sciences"
147;21100329895;"Behavioral Sciences of Terrorism and Political Aggression";journal;"19434480, 19434472";"Routledge";No;No;1,152;Q1;24;53;68;3407;172;68;2,31;64,28;41,67;7;28;United States;Northern America;"Routledge";"2009-2025";"Political Science and International Relations (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)";"Psychology; Social Sciences"
148;29189;"Journal of Aging and Health";journal;"15526887, 08982643";"SAGE Publications Inc.";No;No;1,143;Q1;93;115;277;6195;864;276;2,66;53,87;62,22;2;40;United States;Northern America;"SAGE Publications Inc.";"1989-2025";"Community and Home Care (Q1); Gerontology (Q1); Health (social science) (Q1); Life-span and Life-course Studies (Q1); Sociology and Political Science (Q1); Geriatrics and Gerontology (Q2)";"Medicine; Nursing; Social Sciences"
149;27446;"Youth and Society";journal;"15528499, 0044118X";"SAGE Publications Inc.";No;No;1,143;Q1;78;101;201;5979;766;200;3,29;59,20;67,13;0;58;United States;Northern America;"SAGE Publications Inc.";"1969-2025";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Social Sciences"
150;18106;"Sociological Review";journal;"1467954X, 00380261";"SAGE Publications Inc.";No;No;1,142;Q1;110;109;225;6508;754;220;3,07;59,71;61,41;3;45;United Kingdom;Western Europe;"SAGE Publications Inc.";"1908-2025";"Sociology and Political Science (Q1)";"Social Sciences"
151;21100865122;"Research and Politics";journal;"20531680";"SAGE Publications Ltd";Yes;No;1,140;Q1;42;59;143;1729;360;141;2,11;29,31;29,14;3;25;United Kingdom;Western Europe;"SAGE Publications Ltd";"2014-2025";"Political Science and International Relations (Q1); Public Administration (Q1); Sociology and Political Science (Q1)";"Social Sciences"
152;21101095132;"Behavioural Public Policy";journal;"23980648, 2398063X";"Cambridge University Press";No;No;1,134;Q1;27;74;136;4240;478;128;3,21;57,30;36,69;11;19;United Kingdom;Western Europe;"Cambridge University Press";"2017-2025";"Political Science and International Relations (Q1); Social Psychology (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Applied Psychology (Q2)";"Psychology; Social Sciences"
153;15807;"International Review of Administrative Sciences";journal;"00208523, 14617226";"SAGE Publications Ltd";No;No;1,133;Q1;74;63;197;3068;902;193;4,06;48,70;38,81;1;39;United Kingdom;Western Europe;"SAGE Publications Ltd";"1957-2025";"Public Administration (Q1); Sociology and Political Science (Q1)";"Social Sciences"
154;300147001;"European Journal of Social Theory";journal;"13684310";"SAGE Publications Ltd";No;No;1,132;Q1;77;57;105;3522;381;97;3,71;61,79;34,78;0;12;United Kingdom;Western Europe;"SAGE Publications Ltd";"1998-2025";"Sociology and Political Science (Q1)";"Social Sciences"
155;25561;"Futures";journal;"00163287";"Elsevier Ltd";No;No;1,120;Q1;105;149;408;11500;2005;403;4,73;77,18;46,92;4;78;United Kingdom;Western Europe;"Elsevier Ltd";"1968-2025";"Business and International Management (Q1); Development (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Social Sciences"
156;15300154806;"Dementia";journal;"17412684, 14713012";"SAGE Publications Ltd";No;No;1,113;Q1;70;95;411;5164;1366;409;3,02;54,36;75,23;2;17;United Kingdom;Western Europe;"SAGE Publications Ltd";"2002-2025";"History (Q1); Medicine (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Medicine; Social Sciences"
157;15559;"American Politics Research";journal;"15523373, 1532673X";"SAGE Publications Inc.";No;No;1,109;Q1;66;54;177;2900;459;177;2,30;53,70;32,29;0;17;United States;Northern America;"SAGE Publications Inc.";"1973-2025";"Sociology and Political Science (Q1)";"Social Sciences"
158;23464;"China Journal";journal;"18358535, 13249347";"University of Chicago Press";No;No;1,107;Q1;60;8;33;0;156;26;3,77;0,00;60,00;1;4;Australia;Pacific Region;"University of Chicago Press";"1995-2024";"Geography, Planning and Development (Q1); Sociology and Political Science (Q1)";"Social Sciences"
159;21100255082;"International Journal of Integrated Care";journal;"15684156";"Ubiquity Press";Yes;No;1,106;Q1;47;83;281;3597;812;260;2,34;43,34;66,58;0;29;Netherlands;Western Europe;"Ubiquity Press";"2007-2025";"Health Policy (Q1); Health (social science) (Q1); Sociology and Political Science (Q1)";"Medicine; Social Sciences"
160;144973;"Men and Masculinities";journal;"1097184X";"SAGE Publications Inc.";No;No;1,106;Q1;77;42;126;2097;491;125;2,78;49,93;61,19;0;27;United States;Northern America;"SAGE Publications Inc.";"1998-2024";"Gender Studies (Q1); History (Q1); Literature and Literary Theory (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences"
161;14573;"Social Policy and Administration";journal;"01445596, 14679515";"Wiley-Blackwell Publishing Ltd";No;No;1,104;Q1;79;114;228;6357;1028;228;3,01;55,76;48,51;10;85;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1967-2025";"Development (Q1); Public Administration (Q1); Social Work (Q1); Sociology and Political Science (Q1)";"Social Sciences"
162;16051;"American Review of Public Administration";journal;"15523357, 02750740";"SAGE Publications Inc.";No;No;1,101;Q1;82;54;100;4237;384;100;3,39;78,46;43,86;2;20;United States;Northern America;"SAGE Publications Inc.";"1967-1983, 1987-2025";"Public Administration (Q1); Sociology and Political Science (Q1); Marketing (Q2)";"Business, Management and Accounting; Social Sciences"
163;21071;"Journal of Sport and Social Issues";journal;"01937235, 15527638";"SAGE Publications Inc.";No;No;1,085;Q1;72;25;73;1593;358;73;3,55;63,72;45,00;0;8;United States;Northern America;"SAGE Publications Inc.";"1977-2025";"Sociology and Political Science (Q1)";"Social Sciences"
164;16032;"Administration and Society";journal;"00953997, 15523039";"SAGE Publications Inc.";No;No;1,082;Q1;80;45;216;3323;820;210;3,68;73,84;37,37;0;18;United States;Northern America;"SAGE Publications Inc.";"1969-2025";"Public Administration (Q1); Sociology and Political Science (Q1); Marketing (Q2)";"Business, Management and Accounting; Social Sciences"
165;29849;"Journal of Accounting and Public Policy";journal;"18732070, 02784254";"Elsevier Inc.";No;No;1,081;Q1;96;55;193;3916;710;186;2,82;71,20;33,78;0;25;United States;Northern America;"Elsevier Inc.";"1982-2025";"Accounting (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Social Sciences"
166;15081;"Agriculture and Human Values";journal;"15728366, 0889048X";"Springer Science and Business Media B.V.";No;No;1,076;Q1;99;151;276;12556;1303;272;4,42;83,15;56,22;11;128;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1984-2025";"Agronomy and Crop Science (Q1); Geography, Planning and Development (Q1); Sociology and Political Science (Q1)";"Agricultural and Biological Sciences; Social Sciences"
167;25654;"Post-Soviet Affairs";journal;"1060586X";"Taylor and Francis Ltd.";No;No;1,072;Q1;57;26;93;1752;317;90;3,65;67,38;40,00;0;10;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2025";"Economics and Econometrics (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Economics, Econometrics and Finance; Social Sciences"
168;30084;"Journal of Sex Research";journal;"00224499, 15598519";"Taylor and Francis Ltd.";No;No;1,071;Q1;139;213;328;15130;1325;314;3,41;71,03;61,02;4;92;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1965-2025";"Gender Studies (Q1); History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Psychology; Social Sciences"
169;29643;"Urban Affairs Review";journal;"10780874";"SAGE Publications Inc.";No;No;1,071;Q1;88;102;185;6367;649;179;3,21;62,42;46,52;8;63;United States;Northern America;"SAGE Publications Inc.";"1965-2025";"Sociology and Political Science (Q1); Urban Studies (Q1)";"Social Sciences"
170;21100889857;"Journal of Benefit-Cost Analysis";journal;"21522812, 21945888";"Cambridge University Press";No;No;1,067;Q1;17;28;76;1320;172;76;1,96;47,14;27,27;2;11;United Kingdom;Western Europe;"Cambridge University Press";"2011, 2018-2025";"Economics and Econometrics (Q1); Public Administration (Q1); Sociology and Political Science (Q1)";"Economics, Econometrics and Finance; Social Sciences"
171;19400158810;"Child Indicators Research";journal;"18748988, 1874897X";"Springer Netherlands";No;No;1,065;Q1;52;114;322;8048;1145;322;2,54;70,60;59,13;1;62;Netherlands;Western Europe;"Springer Netherlands";"2010-2025";"Health (social science) (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)";"Psychology; Social Sciences"
172;20537;"Journal of Behavioral Decision Making";journal;"08943257, 10990771";"John Wiley and Sons Ltd";No;No;1,064;Q1;96;62;144;3785;367;144;2,11;61,05;38,27;0;2;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1988-2025";"Arts and Humanities (miscellaneous) (Q1); Sociology and Political Science (Q1); Strategy and Management (Q1); Applied Psychology (Q2); Decision Sciences (miscellaneous) (Q2)";"Arts and Humanities; Business, Management and Accounting; Decision Sciences; Psychology; Social Sciences"
173;100147345;"Journal of Sociolinguistics";journal;"13606441, 14679841";"Wiley-Blackwell Publishing Ltd";No;No;1,057;Q1;68;33;111;1287;256;87;2,14;39,00;43,75;0;2;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2004-2025";"History and Philosophy of Science (Q1); Linguistics and Language (Q1); Philosophy (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences"
174;28523;"Terrorism and Political Violence";journal;"15561836, 09546553";"Routledge";No;No;1,057;Q1;64;95;275;552;861;270;2,97;5,81;40,81;15;53;United Kingdom;Western Europe;"Routledge";"1989-2025";"Political Science and International Relations (Q1); Safety Research (Q1); Safety, Risk, Reliability and Quality (Q1); Sociology and Political Science (Q1)";"Engineering; Social Sciences"
175;4100151507;"Research in Social Stratification and Mobility";book series;"02765624";"Emerald Publishing";No;No;1,051;Q1;61;78;154;5778;456;152;2,34;74,08;41,62;4;68;United States;Northern America;"Emerald Publishing";"2001-2025";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Social Sciences"
176;15496;"International Journal of Intercultural Relations";journal;"01471767";"Elsevier Ltd";No;No;1,047;Q1;107;140;382;10129;1463;376;3,37;72,35;59,95;0;49;United Kingdom;Western Europe;"Elsevier Ltd";"1977-2025";"Business and International Management (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Psychology; Social Sciences"
177;18697;"Theory and Society";journal;"15737853, 03042421";"Springer Netherlands";No;No;1,047;Q1;94;58;111;4889;350;111;2,35;84,29;21,62;0;17;Netherlands;Western Europe;"Springer Netherlands";"1974-2025";"History (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences"
178;20848;"Health and Social Care in the Community";journal;"09660410, 13652524";"John Wiley and Sons Ltd";No;No;1,045;Q1;85;132;1164;7481;3580;1163;2,97;56,67;67,57;0;68;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1993-2024";"Health Policy (Q1); Public Health, Environmental and Occupational Health (Q1); Social Sciences (miscellaneous) (Q1); Social Work (Q1); Sociology and Political Science (Q1)";"Medicine; Social Sciences"
179;21100814045;"Journal of Human Rights and the Environment";journal;"17597188, 17597196";"Edward Elgar Publishing Ltd.";No;No;1,037;Q1;17;11;58;89;141;49;2,69;8,09;53,33;0;5;United Kingdom;Western Europe;"Edward Elgar Publishing Ltd.";"2016-2024";"Law (Q1); Management, Monitoring, Policy and Law (Q1); Sociology and Political Science (Q1)";"Environmental Science; Social Sciences"
180;5700166815;"Sexuality Research and Social Policy";journal;"15536610, 18689884";"Springer New York";No;No;1,037;Q1;56;227;381;15132;1407;380;3,65;66,66;58,01;5;157;United States;Northern America;"Springer New York";"2005-2006, 2008-2025";"Gender Studies (Q1); Health (social science) (Q1); Sociology and Political Science (Q1)";"Social Sciences"
181;26124;"Ethnic and Racial Studies";journal;"01419870, 14664356";"Routledge";No;No;1,036;Q1;125;274;524;14753;1675;476;2,73;53,84;61,08;9;114;United Kingdom;Western Europe;"Routledge";"1978-2025";"Anthropology (Q1); Cultural Studies (Q1); Sociology and Political Science (Q1)";"Social Sciences"
182;5600157642;"Public Policy and Administration";journal;"09520767, 17494192";"SAGE Publications Ltd";No;No;1,034;Q1;50;48;67;3219;335;66;5,24;67,06;40,00;4;21;United Kingdom;Western Europe;"SAGE Publications Ltd";"1986-2025";"Public Administration (Q1); Sociology and Political Science (Q1)";"Social Sciences"
183;21101059716;"Al-Ihkam: Jurnal Hukum dan Pranata Sosial";journal;"24423084, 1907591X";"Faculty of Shariah Institut Agama Islam Negeri Madura";Yes;No;1,015;Q1;12;18;75;747;310;75;4,55;41,50;25,49;0;6;Indonesia;Asiatic Region;"Faculty of Shariah Institut Agama Islam Negeri Madura";"2018-2024";"Arts and Humanities (miscellaneous) (Q1); Law (Q1); Philosophy (Q1); Religious Studies (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Social Psychology (Q2)";"Arts and Humanities; Psychology; Social Sciences"
184;21100850750;"European Journal of Futures Research";journal;"21952248, 21954194";"Springer Verlag";Yes;No;1,014;Q1;28;22;51;1552;270;51;5,21;70,55;41,67;1;11;Germany;Western Europe;"Springer Verlag";"2013-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Tourism, Leisure and Hospitality Management (Q1); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
185;145332;"Identity";journal;"15283488, 1532706X";"Routledge";No;No;1,008;Q1;41;51;70;3231;228;66;2,57;63,35;64,29;0;7;United Kingdom;Western Europe;"Routledge";"2005-2025";"Anthropology (Q1); Psychology (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Psychology; Social Sciences"
186;4100151709;"European Journal of Political Theory";journal;"17412730, 14748851";"SAGE Publications Ltd";No;No;1,006;Q1;39;54;145;2703;285;143;2,10;50,06;21,67;1;19;United Kingdom;Western Europe;"SAGE Publications Ltd";"2002-2025";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
187;21100967061;"Journal for Deradicalization";journal;"23639849";"German Institute on Radicalization and De-Radicalization Studies (GIRDS)";Yes;Yes;1,002;Q1;12;24;80;1877;126;80;1,17;78,21;40,82;0;11;Germany;Western Europe;"German Institute on Radicalization and De-Radicalization Studies (GIRDS)";"2019-2024";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
188;147231;"International Review for the Sociology of Sport";journal;"10126902";"SAGE Publications Ltd";No;No;1,000;Q1;76;111;198;7285;833;197;3,91;65,63;38,22;3;45;United Kingdom;Western Europe;"SAGE Publications Ltd";"1966-2002, 2004-2025";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Sports Science (Q2)";"Health Professions; Social Sciences"
189;19786;"Utilities Policy";journal;"09571787";"Elsevier B.V.";No;No;0,997;Q1;68;120;397;7667;2017;394;5,39;63,89;31,42;2;90;United Kingdom;Western Europe;"Elsevier B.V.";"1990-1995, 1997-2001, 2003-2025";"Business and International Management (Q1); Development (Q1); Law (Q1); Management, Monitoring, Policy and Law (Q1); Sociology and Political Science (Q1); Economics and Econometrics (Q2); Transportation (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance; Environmental Science; Social Sciences"
190;18777;"Violence Against Women";journal;"10778012, 15528448";"SAGE Publications Inc.";No;No;0,996;Q1;120;329;507;19228;1676;490;2,64;58,44;79,26;8;304;United States;Northern America;"SAGE Publications Inc.";"1995-2025";"Gender Studies (Q1); Law (Q1); Sociology and Political Science (Q1)";"Social Sciences"
191;145502;"Journal of Youth Studies";journal;"14699680, 13676261";"Routledge";No;No;0,995;Q1;77;151;254;8394;977;252;3,93;55,59;66,32;11;92;United Kingdom;Western Europe;"Routledge";"2003-2025";"Life-span and Life-course Studies (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Social Sciences"
192;18086;"Sociological Inquiry";journal;"1475682X, 00380245";"Wiley-Blackwell Publishing Ltd";No;No;0,993;Q1;68;68;123;5191;419;120;2,77;76,34;56,05;1;38;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1961-2025";"Sociology and Political Science (Q1)";"Social Sciences"
193;19700188160;"Journal of Comparative Policy Analysis: Research and Practice";journal;"13876988, 15725448";"Routledge";No;No;0,991;Q1;39;37;101;2150;405;99;2,27;58,11;48,00;4;22;United States;Northern America;"Routledge";"1998-2025";"Public Administration (Q1); Sociology and Political Science (Q1)";"Social Sciences"
194;19700187804;"Children's Geographies";journal;"14733277, 14733285";"Carfax Publishing Ltd.";No;No;0,985;Q1;69;83;232;4400;741;225;2,85;53,01;63,04;2;51;United Kingdom;Western Europe;"Carfax Publishing Ltd.";"2003-2025";"Geography, Planning and Development (Q1); Sociology and Political Science (Q1); Social Psychology (Q2)";"Psychology; Social Sciences"
195;12072;"International Journal of Educational Development";journal;"07380593";"Elsevier B.V.";No;No;0,984;Q1;77;174;443;8594;1570;421;2,84;49,39;39,88;12;115;United Kingdom;Western Europe;"Elsevier B.V.";"1981-2025";"Development (Q1); Education (Q1); Sociology and Political Science (Q1)";"Social Sciences"
196;15429;"Journal of Community and Applied Social Psychology";journal;"10529284, 10991298";"John Wiley and Sons Ltd";No;No;0,975;Q1;74;155;229;9202;767;221;3,20;59,37;59,66;0;63;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1991-2025";"Sociology and Political Science (Q1); Social Psychology (Q2)";"Psychology; Social Sciences"
197;22087;"Theoretical Criminology";journal;"14617439, 13624806";"SAGE Publications Ltd";No;No;0,975;Q1;93;48;99;3291;340;96;3,45;68,56;53,73;1;22;United Kingdom;Western Europe;"SAGE Publications Ltd";"1997-2025";"Law (Q1); Pathology and Forensic Medicine (Q1); Sociology and Political Science (Q1)";"Medicine; Social Sciences"
198;15371;"Journal of Adolescent Research";journal;"07435584, 15526895";"SAGE Publications Inc.";No;No;0,974;Q1;96;91;121;5986;416;117;3,32;65,78;79,46;4;42;United States;Northern America;"SAGE Publications Inc.";"1986-2025";"Sociology and Political Science (Q1); Developmental and Educational Psychology (Q2)";"Psychology; Social Sciences"
199;18102;"Sociological Perspectives";journal;"07311214, 15338673";"SAGE Publications Inc.";No;No;0,973;Q1;74;18;165;1350;531;162;2,08;75,00;73,33;0;7;United States;Northern America;"SAGE Publications Inc.";"1958-2024";"Sociology and Political Science (Q1)";"Social Sciences"
200;4000149603;"Political Studies Review";journal;"14789299, 14789302";"SAGE Publications Ltd";No;No;0,971;Q1;45;112;178;6075;489;171;2,25;54,24;33,66;1;36;United Kingdom;Western Europe;"SAGE Publications Ltd";"2006-2025";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
201;16842;"Qualitative Sociology";journal;"01620436, 15737837";"Springer New York";No;No;0,969;Q1;69;30;82;2295;243;79;2,04;76,50;54,76;0;12;United States;Northern America;"Springer New York";"1978-2025";"Sociology and Political Science (Q1)";"Social Sciences"
202;100147030;"Current Sociology";journal;"00113921, 14617064";"SAGE Publications Ltd";No;No;0,962;Q1;86;122;198;6908;631;186;3,02;56,62;52,34;5;55;United Kingdom;Western Europe;"SAGE Publications Ltd";"1952-1965, 1967-1969, 1972-1984, 1986-2025";"Sociology and Political Science (Q1)";"Social Sciences"
203;24733;"American Behavioral Scientist";journal;"15523381, 00027642";"SAGE Publications Inc.";No;No;0,961;Q1;139;233;416;12710;1428;398;1,95;54,55;52,79;5;116;United States;Northern America;"SAGE Publications Inc.";"1957-2025";"Cultural Studies (Q1); Education (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Social Psychology (Q2)";"Psychology; Social Sciences"
204;12104;"British Journal of Sociology of Education";journal;"14653346, 01425692";"Taylor and Francis Ltd.";No;No;0,961;Q1;93;63;207;3988;681;204;2,93;63,30;45,87;1;32;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-2025";"Education (Q1); Sociology and Political Science (Q1)";"Social Sciences"
205;5800175970;"Leadership";journal;"17427150, 17427169";"SAGE Publications Ltd";No;No;0,953;Q1;61;30;114;1914;372;107;2,85;63,80;50,00;0;5;United Kingdom;Western Europe;"SAGE Publications Ltd";"2005-2025";"Sociology and Political Science (Q1); Strategy and Management (Q2)";"Business, Management and Accounting; Social Sciences"
206;26619;"Symbolic Interaction";journal;"15338665, 01956086";"Wiley-Blackwell";No;No;0,952;Q1;61;43;74;2837;176;70;2,09;65,98;53,70;0;10;United States;Northern America;"Wiley-Blackwell";"1977-2025";"Communication (Q1); Education (Q1); Nursing (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Social Psychology (Q2)";"Nursing; Psychology; Social Sciences"
207;17508;"Social Development";journal;"14679507, 0961205X";"Wiley-Blackwell Publishing Ltd";No;No;0,946;Q1;114;62;218;3955;543;217;2,39;63,79;67,53;0;10;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1992-2025";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Developmental and Educational Psychology (Q2)";"Psychology; Social Sciences"
208;21100887620;"European Journal for Sport and Society";journal;"23805919, 16138171";"Taylor and Francis Ltd.";No;No;0,942;Q1;30;26;62;1648;223;57;3,61;63,38;34,29;0;10;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2004-2025";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sociology and Political Science (Q1)";"Health Professions; Medicine; Social Sciences"
209;19391;"Social Indicators Research";journal;"03038300, 15730921";"Springer Netherlands";No;No;0,933;Q1;147;237;781;15478;3084;774;3,76;65,31;43,89;6;162;Netherlands;Western Europe;"Springer Netherlands";"1974-2025";"Arts and Humanities (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Developmental and Educational Psychology (Q2)";"Arts and Humanities; Psychology; Social Sciences"
210;22222;"Parliamentary Affairs";journal;"14602482, 00312290";"Oxford University Press";No;No;0,924;Q1;54;40;140;2168;352;140;2,57;54,20;30,49;8;10;United Kingdom;Western Europe;"Oxford University Press";"1947-2024";"Law (Q1); Sociology and Political Science (Q1)";"Social Sciences"
211;21101065044;"Sustainable Futures";journal;"26661888";"Elsevier B.V.";Yes;No;0,923;Q1;24;254;97;18151;673;97;6,97;71,46;29,80;1;224;United Kingdom;Western Europe;"Elsevier B.V.";"2019-2025";"Management Science and Operations Research (Q1); Sociology and Political Science (Q1); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
212;21100972443;"Chinese Political Science Review";journal;"23654252, 23654244";"Springer International Publishing";No;No;0,922;Q1;21;34;64;2445;276;61;4,26;71,91;36,76;0;18;Singapore;Asiatic Region;"Springer International Publishing";"2016-2025";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
213;14045;"Psychology, Public Policy, and Law";journal;"10768971";"American Psychological Association";No;No;0,921;Q1;80;31;124;2225;408;123;2,59;71,77;67,24;0;11;United States;Northern America;"American Psychological Association";"1995-2025";"Law (Q1); Sociology and Political Science (Q1); Social Psychology (Q2)";"Psychology; Social Sciences"
214;21101074921;"Annals of Tourism Research Empirical Insights";journal;"26669579";"Elsevier B.V.";Yes;No;0,918;Q1;18;45;103;2989;554;101;5,23;66,42;45,45;0;26;Netherlands;Western Europe;"Elsevier B.V.";"2020-2025";"Geography, Planning and Development (Q1); Sociology and Political Science (Q1); Marketing (Q2); Tourism, Leisure and Hospitality Management (Q2)";"Business, Management and Accounting; Social Sciences"
215;15060;"Africa Spectrum";journal;"00020397";"Institut fur Afrika-Kunde";Yes;Yes;0,912;Q1;31;25;46;1253;99;44;2,37;50,12;19,44;3;13;Germany;Western Europe;"Institut fur Afrika-Kunde";"1983-1984, 2006-2025";"Cultural Studies (Q1); Development (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
