Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
789;26853;"Middle East Journal";journal;"19403461, 00263141";"Middle East Institute";No;No;0,246;Q3;47;16;67;98;55;51;0,80;6,13;46,67;0;3;United States;Northern America;"Middle East Institute";"1976, 1979-1980, 1983-1986, 1996-2024";"Geography, Planning and Development (Q3); Sociology and Political Science (Q3)";"Social Sciences"
790;34981;"Journal of Social Welfare and Family Law";journal;"09649069";"Routledge";No;No;0,244;Q3;32;45;122;1701;95;109;0,72;37,80;72,55;0;22;United Kingdom;Western Europe;"Routledge";"1979, 1987-1988, 1991-2025";"Law (Q2); Sociology and Political Science (Q3)";"Social Sciences"
791;21101050346;"Language, Discourse and Society";journal;"22394192";"International Sociological Association";Yes;Yes;0,244;Q3;5;20;53;585;28;53;0,52;29,25;53,57;0;8;United States;Northern America;"International Sociological Association";"2019-2024";"Anthropology (Q2); Communication (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
792;53135;"Dialectical Anthropology";journal;"03044092, 15730786";"Springer Netherlands";No;No;0,243;Q3;28;42;83;2143;58;58;0,60;51,02;71,79;1;17;Netherlands;Western Europe;"Springer Netherlands";"1975, 1977-2001, 2003-2025";"Anthropology (Q2); Arts and Humanities (miscellaneous) (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
793;21100885611;"European Journal of Comparative Law and Governance";journal;"22134506, 22134514";"Brill Academic Publishers";No;No;0,243;Q3;10;30;53;3044;29;51;0,59;101,47;31,58;0;20;Netherlands;Western Europe;"Brill Academic Publishers";"2014-2025";"Law (Q2); Public Administration (Q3); Sociology and Political Science (Q3)";"Social Sciences"
794;21101095938;"International Journal of Economic Policy Studies";journal;"25244892, 18814387";"Springer Japan";No;No;0,243;Q3;9;22;65;985;67;63;1,15;44,77;27,66;1;16;Japan;Asiatic Region;"Springer Japan";"2019-2025";"Economics and Econometrics (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
795;21101086720;"Oriental Anthropologist";journal;"0972558X, 09763430";"Sage Publications India Pvt. Ltd";No;No;0,243;Q3;7;21;71;875;61;67;0,96;41,67;56,67;0;7;Singapore;Asiatic Region;"Sage Publications India Pvt. Ltd";"2001-2024";"Anthropology (Q2); Cultural Studies (Q2); Sociology and Political Science (Q3)";"Social Sciences"
796;21100902676;"Istoriya";journal;"20798784";"Ltd "Integration: Education and Science"";No;No;0,242;Q3;7;415;1189;16949;291;1189;0,28;40,84;43,04;0;69;Russian Federation;Eastern Europe;"Ltd "Integration: Education and Science"";"2018-2024";"History (Q1); Visual Arts and Performing Arts (Q1); History and Philosophy of Science (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
797;21100797848;"Potchefstroom Electronic Law Journal";journal;"17273781";"North-West Unversity";Yes;No;0,242;Q3;13;98;214;6590;95;202;0,32;67,24;47,92;0;61;South Africa;Africa;"North-West Unversity";"2013-2025";"Law (Q2); Sociology and Political Science (Q3)";"Social Sciences"
798;19957;"Economic and Political Weekly";journal;"23498846, 00129976";"Economic and Political Weekly";No;No;0,241;Q3;76;810;2517;11546;647;1585;0,24;14,25;35,33;0;208;India;Asiatic Region;"Economic and Political Weekly";"1978-1980, 1982-1986, 1993, 1995-1997, 2002, 2007-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
799;21100886221;"Evaluation Journal of Australasia";journal;"1035719X, 25159372";"SAGE Publications Ltd";No;No;0,241;Q3;15;25;60;653;33;40;0,49;26,12;70,83;0;5;United Kingdom;Western Europe;"SAGE Publications Ltd";"2001-2003, 2005-2025";"Development (Q3); Sociology and Political Science (Q3)";"Social Sciences"
800;21101087297;"Feminist Encounters";journal;"24684414";"Lectito";Yes;Yes;0,241;Q3;6;36;80;1274;49;73;0,42;35,39;69,64;0;12;Netherlands;Western Europe;"Lectito";"2019-2024";"Anthropology (Q2); Cultural Studies (Q2); Gender Studies (Q3); Sociology and Political Science (Q3)";"Social Sciences"
801;5700153385;"Journal of Human Values";journal;"09730737, 09716858";"Sage Publications India Pvt. Ltd";No;No;0,241;Q3;20;31;61;1653;65;54;0,77;53,32;37,50;0;9;India;Asiatic Region;"Sage Publications India Pvt. Ltd";"1995-2025";"Cultural Studies (Q2); Philosophy (Q2); Sociology and Political Science (Q3); Organizational Behavior and Human Resource Management (Q4); Social Psychology (Q4)";"Arts and Humanities; Business, Management and Accounting; Psychology; Social Sciences"
802;5200152619;"Revista de Sociologia e Politica";journal;"01044478";"Universidade Federal do Parana";Yes;No;0,241;Q3;20;24;60;1493;22;60;0,28;62,21;32,73;0;9;Brazil;Latin America;"Universidade Federal do Parana";"2006-2024";"Sociology and Political Science (Q3)";"Social Sciences"
803;21100927374;"Humanity: An International Journal of Human Rights, Humanitarianism, and Development";journal;"21514372, 21514364";"University of Pennsylvania Press";No;No;0,240;Q3;9;7;74;351;59;65;0,65;50,14;37,50;0;4;United States;Northern America;"University of Pennsylvania Press";"2019-2024";"Law (Q2); Sociology and Political Science (Q3)";"Social Sciences"
804;21100875677;"Modern Africa";journal;"25707558, 23363274";"University of Hradec Kralove, Philosophical Faculty";Yes;Yes;0,240;Q3;5;7;27;385;16;26;0,53;55,00;44,44;0;6;Czech Republic;Eastern Europe;"University of Hradec Kralove, Philosophical Faculty";"2018-2024";"History (Q1); Anthropology (Q2); Cultural Studies (Q2); Development (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
805;19700187803;"South Asian History and Culture";journal;"19472501, 19472498";"Taylor and Francis Ltd.";No;No;0,239;Q3;16;34;97;1083;57;95;0,46;31,85;60,71;0;16;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2009-2025";"Arts and Humanities (miscellaneous) (Q2); Cultural Studies (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
806;21100888595;"Transnational Marketing Journal";journal;"20414684, 20414692";"Transnational Press London Ltd";No;No;0,239;Q3;10;0;99;0;182;98;2,24;0,00;0,00;0;0;United Kingdom;Western Europe;"Transnational Press London Ltd";"2018-2023";"Communication (Q3); Marketing (Q3); Sociology and Political Science (Q3)";"Business, Management and Accounting; Social Sciences"
807;17171;"Slavery and Abolition";journal;"17439523, 0144039X";"Routledge";No;No;0,238;Q3;31;50;117;51;73;104;0,61;1,02;50,98;0;14;United Kingdom;Western Europe;"Routledge";"1980-2025";"History (Q1); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
808;21101030201;"Leviathan (Germany)";journal;"18618588, 03400425";"Nomos Verlagsgesellschaft mbH und Co";Yes;Yes;0,237;Q3;8;27;97;1750;39;95;0,37;64,81;21,88;0;6;Germany;Western Europe;"Nomos Verlagsgesellschaft mbH und Co";"2019-2024";"Linguistics and Language (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
809;21101078833;"Bamboo and Silk";journal;"24689246, 24689238";"Brill Academic Publishers";No;No;0,236;Q3;4;11;28;611;7;28;0,13;55,55;36,36;0;1;Netherlands;Western Europe;"Brill Academic Publishers";"2018-2024";"History (Q1); Literature and Literary Theory (Q1); Anthropology (Q2); Cultural Studies (Q2); Linguistics and Language (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
810;24762;"Human Rights Quarterly";journal;"1085794X, 02750392";"Johns Hopkins University Press";No;No;0,236;Q3;80;19;81;174;71;80;0,82;9,16;60,61;0;16;United States;Northern America;"Johns Hopkins University Press";"1981, 1990, 1992, 1994-2024";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
811;18112;"Sociologicky Casopis";journal;"00380288";"Sociologicky Ustav";Yes;No;0,236;Q3;27;29;89;1330;68;84;0,71;45,86;37,21;0;11;Czech Republic;Eastern Europe;"Sociologicky Ustav";"1992, 1997-1998, 2002-2024";"Sociology and Political Science (Q3)";"Social Sciences"
812;21100927210;"Balkan Social Science Review";journal;"18578772, 18578799";"Goce Delchev University of Shtip";No;No;0,235;Q3;7;41;88;2011;59;88;0,82;49,05;48,53;0;27;Macedonia;Eastern Europe;"Goce Delchev University of Shtip";"2013-2024";"Law (Q2); Political Science and International Relations (Q3); Public Administration (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
813;21100259595;"Contemporary Readings in Law and Social Justice";journal;"21622752, 19489137";"Addleton Academic Publishers";No;No;0,235;Q3;19;0;60;0;87;60;1,45;0,00;0,00;0;0;United States;Northern America;"Addleton Academic Publishers";"2013-2023";"Law (Q2); Sociology and Political Science (Q3)";"Social Sciences"
814;5700168554;"Cultural and Social History";journal;"14780038, 14780046";"Taylor and Francis Ltd.";No;No;0,235;Q3;22;32;90;888;41;88;0,39;27,75;64,71;0;9;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2025";"History (Q1); Cultural Studies (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
815;14615;"Social Work and Social Sciences Review";journal;"17466105, 09535225";"Whiting and Birch";No;No;0,235;Q3;13;15;59;437;52;51;0,90;29,13;33,33;0;7;United Kingdom;Western Europe;"Whiting and Birch";"1997-1998, 2000, 2004-2005, 2007-2008, 2010-2015, 2017-2024";"Health (social science) (Q3); Sociology and Political Science (Q3); Social Work (Q4)";"Social Sciences"
816;5600155212;"Analyse und Kritik";journal;"01715860, 23659858";"De Gruyter Oldenbourg";Yes;No;0,234;Q3;16;25;59;716;77;54;1,49;28,64;25,00;0;4;Germany;Western Europe;"De Gruyter Oldenbourg";"2004-2005, 2011-2024";"Philosophy (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
817;21101182773;"Economics and Culture";journal;"22557563, 22560173";"Walter de Gruyter";Yes;Yes;0,234;Q3;4;29;36;1311;43;36;1,19;45,21;70,13;0;20;Germany;Western Europe;"Walter de Gruyter";"2022-2024";"Law (Q2); Business, Management and Accounting (miscellaneous) (Q3); Demography (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
818;21100407408;"Journal of Law, Religion and State";journal;"22126465, 22124810";"Brill Academic Publishers";No;No;0,234;Q3;9;2;34;208;18;30;0,18;104,00;66,67;0;1;Netherlands;Western Europe;"Brill Academic Publishers";"2012-2021, 2023-2024";"Religious Studies (Q1); Law (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
819;21100820742;"Scottish Affairs";journal;"09660356, 2053888X";"Edinburgh University Press";No;No;0,234;Q3;20;32;94;932;44;91;0,30;29,13;45,45;0;17;United Kingdom;Western Europe;"Edinburgh University Press";"1996-2024";"Sociology and Political Science (Q3)";"Social Sciences"
820;21101218124;"Coastal Studies and Society";journal;"26349817";"SAGE Publications Ltd";No;No;0,233;Q3;4;12;31;0;29;28;0,94;0,00;26,67;0;7;United Kingdom;Western Europe;"SAGE Publications Ltd";"2022-2024";"Geography, Planning and Development (Q3); Sociology and Political Science (Q3)";"Social Sciences"
821;19400156803;"Journal of Human Security";journal;"18353800";"";Yes;Yes;0,233;Q3;9;12;41;529;63;38;1,84;44,08;38,89;0;6;United Kingdom;Western Europe;"";"2009-2011, 2013-2017, 2019-2024";"Law (Q2); Political Science and International Relations (Q3); Safety Research (Q3); Sociology and Political Science (Q3)";"Social Sciences"
822;28925;"Loisir et Societe";journal;"07053436";"Taylor and Francis Ltd.";No;No;0,233;Q3;29;34;100;1708;51;94;0,34;50,24;42,11;0;8;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1978-2024";"Metals and Alloys (Q3); Sociology and Political Science (Q3)";"Materials Science; Social Sciences"
823;5600153364;"Sociologia, Problemas e Praticas";journal;"08736529";"Instituto Superior de Ciencias do Trabalho e da Empresa";Yes;Yes;0,233;Q3;20;14;61;575;40;61;0,62;41,07;48,15;0;7;Portugal;Western Europe;"Instituto Superior de Ciencias do Trabalho e da Empresa";"1996-2024";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
824;21100826381;"Woman in Russian Society";journal;"19922892, 2500221X";"Ivanovo State University Publishing";No;No;0,233;Q3;8;39;166;1299;49;166;0,35;33,31;91,25;0;25;Russian Federation;Eastern Europe;"Ivanovo State University Publishing";"2017-2024";"Gender Studies (Q3); Sociology and Political Science (Q3)";"Social Sciences"
825;18800156723;"Asia-Pacific Social Science Review";journal;"01198386";"De la Salle University";No;No;0,232;Q3;12;33;150;1593;148;134;0,84;48,27;44,68;0;19;Philippines;Asiatic Region;"De la Salle University";"2009-2024";"History (Q1); Economics and Econometrics (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
826;21100372604;"Journal of Applied Research on Children";journal;"21555834";"Texas Medical Center Library";Yes;Yes;0,232;Q3;16;0;41;0;27;35;0,19;0,00;0,00;0;0;United States;Northern America;"Texas Medical Center Library";"2014-2023";"Education (Q3); Sociology and Political Science (Q3); Developmental and Educational Psychology (Q4)";"Psychology; Social Sciences"
827;21100902663;"Revista Brasileira de Direito Processual Penal";journal;"23593881, 2525510X";"Instituto Brasileiro de Direito Processual Penal";Yes;Yes;0,232;Q3;7;34;144;1365;67;144;0,51;40,15;30,00;0;15;Brazil;Latin America;"Instituto Brasileiro de Direito Processual Penal";"2018-2024";"Anthropology (Q2); Law (Q2); Safety Research (Q3); Sociology and Political Science (Q3); Psychiatry and Mental Health (Q4)";"Medicine; Social Sciences"
828;21101086731;"Global Perspectives";journal;"25757350";"University of California Press";No;No;0,231;Q3;10;52;90;2516;79;88;0,86;48,38;43,24;0;16;United States;Northern America;"University of California Press";"2020-2025";"Communication (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
829;19300157038;"Journal of Australian Political Economy";journal;"01565826";"University of Sydney";No;No;0,231;Q3;19;27;32;802;28;19;0,58;29,70;11,76;0;4;Australia;Pacific Region;"University of Sydney";"2008-2025";"Economics and Econometrics (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
830;5600153207;"Politica y Sociedad";journal;"11308001, 19883129";"Universidad Complutense Madrid";Yes;Yes;0,230;Q3;18;42;166;1733;96;163;0,58;41,26;54,39;6;15;Spain;Western Europe;"Universidad Complutense Madrid";"2011-2024";"Sociology and Political Science (Q3)";"Social Sciences"
831;26962;"Tidsskrift for Samfunnsforskning";journal;"0040716X";"Scandinavian University Press";Yes;Yes;0,230;Q3;11;16;66;773;39;64;0,36;48,31;67,74;1;6;Norway;Western Europe;"Scandinavian University Press";"1970, 1976, 1980-1982, 1985, 1987, 1998-1999, 2001-2024";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
832;21100899527;"Australian Feminist Law Journal";journal;"22040064, 13200968";"Taylor and Francis Ltd.";No;No;0,228;Q3;8;8;44;786;50;39;1,41;98,25;100,00;0;5;Australia;Pacific Region;"Taylor and Francis Ltd.";"2018-2024";"Literature and Literary Theory (Q1); Gender Studies (Q3); Law (Q3); Psychology (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Psychology; Social Sciences"
833;27440;"Revue Europeenne des Migrations Internationales";journal;"07650752, 17775418";"University of Poitiers";Yes;Yes;0,228;Q3;10;29;94;1292;42;78;0,44;44,55;80,56;0;17;France;Western Europe;"University of Poitiers";"1985-1998, 2019-2024";"Anthropology (Q2); Demography (Q3); Geography, Planning and Development (Q3); Sociology and Political Science (Q3)";"Social Sciences"
834;5600152866;"Studia Socjologiczne";journal;"00393371, 25452770";"Polska Akademia Nauk";Yes;No;0,228;Q3;9;30;96;1721;38;85;0,42;57,37;64,29;0;10;Poland;Eastern Europe;"Polska Akademia Nauk";"2008-2024";"Sociology and Political Science (Q3)";"Social Sciences"
835;14377;"Estudios Sociologicos";journal;"01854186";"Centro de Estudios Sociologicos de El Colegio de Mexico";Yes;Yes;0,227;Q3;9;34;123;1725;46;123;0,35;50,74;51,11;0;12;Mexico;Latin America;"Centro de Estudios Sociologicos de El Colegio de Mexico";"1984-1985, 1992, 1994-1996, 1998, 2014-2024";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
836;21100400185;"Girlhood Studies";journal;"19388209, 19388322";"Berghahn Books Inc.";No;No;0,227;Q3;14;30;87;884;60;77;0,64;29,47;96,77;0;10;United States;Northern America;"Berghahn Books Inc.";"2014-2024";"Education (Q3); Gender Studies (Q3); Sociology and Political Science (Q3); Developmental and Educational Psychology (Q4); Life-span and Life-course Studies (Q4); Social Psychology (Q4)";"Psychology; Social Sciences"
837;27696;"Journal of Southern African Studies";journal;"03057070, 14653893";"Routledge";No;No;0,227;Q3;60;22;169;982;135;150;0,63;44,64;28,57;1;7;United Kingdom;Western Europe;"Routledge";"1974-2024";"Arts and Humanities (miscellaneous) (Q2); Geography, Planning and Development (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
838;21101093357;"Statistics, Politics and Policy";journal;"21517509, 21946299";"Walter de Gruyter GmbH";No;No;0,227;Q3;12;17;52;650;53;49;0,82;38,24;24,14;0;9;Germany;Western Europe;"Walter de Gruyter GmbH";"2010-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3); Statistics and Probability (Q4)";"Economics, Econometrics and Finance; Mathematics; Social Sciences"
839;21101038706;"African Conflict and Peacebuilding Review";journal;"21567263, 2156695X";"The Trustees of Indiana University";No;No;0,226;Q3;7;12;44;783;33;42;0,41;65,25;16,67;0;2;United States;Northern America;"The Trustees of Indiana University";"2019-2024";"Anthropology (Q2); Cultural Studies (Q2); Sociology and Political Science (Q3)";"Social Sciences"
840;19700177537;"Anali Hrvatskog Politoloskog Drustva";journal;"18456707, 18475299";"Croatian Political Science Association";Yes;Yes;0,226;Q3;7;20;54;769;24;47;0,52;38,45;21,43;0;2;Croatia;Eastern Europe;"Croatian Political Science Association";"2017-2024";"Sociology and Political Science (Q3)";"Social Sciences"
841;21100846340;"Journal of Comparative Politics";journal;"13381385";"University of Ljubljana";Yes;No;0,226;Q3;8;12;35;718;39;33;1,08;59,83;50,00;0;4;Slovenia;Eastern Europe;"University of Ljubljana";"2017-2025";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
842;16800154739;"Contributions to the History of Concepts";journal;"1874656X, 18079326";"Berghahn Books Inc.";No;No;0,225;Q3;14;9;43;720;24;42;0,42;80,00;33,33;0;1;United States;Northern America;"Berghahn Books Inc.";"2005-2009, 2011-2024";"History (Q1); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
843;21100867938;"Open Library of Humanities";journal;"20566700";"Open Library of Humanities";Yes;Yes;0,225;Q3;14;27;84;1244;44;84;0,60;46,07;63,33;0;9;United Kingdom;Western Europe;"Open Library of Humanities";"2015-2025";"Anthropology (Q2); Arts and Humanities (miscellaneous) (Q2); Cultural Studies (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
844;21100843483;"Politiche Sociali";journal;"22842098, 25316389";"Societa Editrice Il Mulino";No;No;0,225;Q3;10;26;96;1061;56;88;0,49;40,81;57,50;0;18;Italy;Western Europe;"Societa Editrice Il Mulino";"2014-2024";"Sociology and Political Science (Q3)";"Social Sciences"
845;5600155086;"Rhetoric and Public Affairs";journal;"10948392";"Michigan State University";No;No;0,225;Q3;18;4;68;544;39;67;0,53;136,00;75,00;0;1;United States;Northern America;"Michigan State University";"2010-2024";"Linguistics and Language (Q2); Communication (Q3); Sociology and Political Science (Q3)";"Social Sciences"
846;21101060308;"Vestnik MGIMO-Universiteta";journal;"25419099, 20718160";"MGIMO University";Yes;Yes;0,225;Q3;6;58;150;1604;60;149;0,46;27,66;38,46;0;27;Russian Federation;Eastern Europe;"MGIMO University";"2019-2024";"History (Q1); Business, Management and Accounting (miscellaneous) (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Business, Management and Accounting; Social Sciences"
847;5800208402;"Citizenship, Social and Economics Education";journal;"20471734";"SAGE Publications Inc.";No;No;0,224;Q3;17;12;37;696;47;37;1,17;58,00;50,00;0;6;United Kingdom;Western Europe;"SAGE Publications Inc.";"2011-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Education (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
848;21101039081;"International Journal of Sociology of Agriculture and Food";journal;"25241982, 07981759";"Michigan State University Press";No;No;0,224;Q3;6;11;36;699;28;36;0,62;63,55;66,67;0;8;United States;Northern America;"Michigan State University Press";"2019-2024";"Cultural Studies (Q2); Food Science (Q3); Sociology and Political Science (Q3)";"Agricultural and Biological Sciences; Social Sciences"
849;4700152402;"Journal of Family Social Work";journal;"10522158";"Routledge";No;No;0,224;Q3;31;6;50;238;32;38;0,52;39,67;60,00;0;1;United States;Northern America;"Routledge";"1994-2025";"Development (Q3); Sociology and Political Science (Q3); Social Work (Q4)";"Social Sciences"
850;55037;"Asian Affairs (United Kingdom)";journal;"00927678, 19401590";"Taylor and Francis Ltd.";No;No;0,223;Q3;15;12;27;0;32;27;1,23;0,00;41,18;0;5;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1973-2005, 2010-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3); Geography, Planning and Development (Q3); Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
851;12365;"Canadian Journal of Law and Society";journal;"08293201, 19110227";"Cambridge University Press";No;No;0,223;Q3;28;16;69;1320;50;68;0,60;82,50;66,67;0;9;United Kingdom;Western Europe;"Cambridge University Press";"1986-2024";"Law (Q3); Sociology and Political Science (Q3)";"Social Sciences"
852;12822;"Chinese Education and Society";journal;"19447116, 10611932";"M.E. Sharpe Inc.";Yes;No;0,222;Q3;23;9;71;442;55;61;0,64;49,11;53,33;0;8;United States;Northern America;"M.E. Sharpe Inc.";"1993-1997, 1999-2024";"Education (Q3); Sociology and Political Science (Q3)";"Social Sciences"
853;21101039257;"Revista Brasileira de Estudos Politicos";journal;"23595736, 00347191";"Universidade Federal de Minas Gerais, Faculdade de Letras";Yes;Yes;0,222;Q3;4;38;89;2543;24;86;0,26;66,92;27,78;0;19;Brazil;Latin America;"Universidade Federal de Minas Gerais, Faculdade de Letras";"2019-2024";"Law (Q3); Sociology and Political Science (Q3)";"Social Sciences"
854;21100830426;"Journal of Criminological Research, Policy and Practice";journal;"2056385X, 20563841";"Emerald Group Publishing Ltd.";No;No;0,221;Q3;15;18;55;1085;38;52;0,84;60,28;55,00;0;12;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2015-2025";"Law (Q3); Public Administration (Q3); Sociology and Political Science (Q3); Health (social science) (Q4); Social Psychology (Q4)";"Psychology; Social Sciences"
855;21101124070;"Nordic Journal of Social Research";journal;"18922783";"Scandinavian University Press";Yes;Yes;0,221;Q3;5;7;31;356;30;30;0,95;50,86;66,67;0;5;Norway;Western Europe;"Scandinavian University Press";"2019-2024";"Anthropology (Q2); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Health (social science) (Q4)";"Social Sciences"
856;27025;"Orbis";journal;"00304387";"Elsevier B.V.";No;No;0,221;Q3;32;47;132;0;85;119;0,59;0,00;21,74;1;3;Netherlands;Western Europe;"Elsevier B.V.";"1986, 1989, 1993-2024";"Safety Research (Q3); Safety, Risk, Reliability and Quality (Q3); Sociology and Political Science (Q3)";"Engineering; Social Sciences"
857;21101062494;"Studies in Media and Communication";journal;"2325808X, 23258071";"Redfame Publishing Inc.";No;No;0,221;Q3;11;135;235;5954;289;232;1,25;44,10;49,35;0;46;United States;Northern America;"Redfame Publishing Inc.";"2019-2025";"Communication (Q3); Political Science and International Relations (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
858;21100940535;"Journal of Religion and Violence";journal;"21596808";"Philosophy Documentation Center";No;No;0,220;Q3;6;0;19;0;59;16;2,20;0,00;0,00;0;0;United States;Northern America;"Philosophy Documentation Center";"2019-2022";"Religious Studies (Q1); Law (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
859;21100972442;"Middle East Development Journal";journal;"17938120, 17938171";"Routledge";No;No;0,220;Q3;14;12;46;591;50;46;0,97;49,25;30,43;0;10;United Kingdom;Western Europe;"Routledge";"2012-2025";"Development (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
860;21100780549;"Russian Sociological Review";journal;"1728192X, 17281938";"National Research University Higher School of Economics";Yes;Yes;0,219;Q3;11;53;142;4495;47;139;0,39;84,81;38,89;0;20;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2001-2003, 2016-2024";"Cultural Studies (Q2); Philosophy (Q2); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
861;5700164130;"Latino Studies";journal;"14763443, 14763435";"Palgrave Macmillan Ltd.";No;No;0,218;Q3;28;42;97;1933;72;74;0,81;46,02;71,11;0;13;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2009-2025";"History (Q1); Cultural Studies (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
862;5600155285;"Parameters";journal;"00311723";"U.S. Army War College";No;No;0,218;Q3;6;46;128;1189;88;113;0,79;25,85;15,09;0;7;United States;Northern America;"U.S. Army War College";"1982, 2019-2024";"History (Q1); Cultural Studies (Q2); Political Science and International Relations (Q3); Safety Research (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
863;5600155625;"Politikon";journal;"02589346, 14701014";"Taylor and Francis Ltd.";No;No;0,218;Q3;30;4;89;253;86;85;0,83;63,25;33,33;0;3;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1974-2024";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
864;21101021456;"Revista de Pensamiento Estrategico y Seguridad CISDE";journal;"25298763";"United Academic Journals (UA Journals)";No;No;0,218;Q3;5;12;38;703;30;32;1,04;58,58;11,76;0;1;Spain;Western Europe;"United Academic Journals (UA Journals)";"2019-2024";"History (Q1); Law (Q3); Political Science and International Relations (Q3); Safety Research (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
865;20000195031;"Krisis";journal;"18757103, 0168275X";"Boom Uitgevers";Yes;Yes;0,217;Q3;10;11;79;439;36;76;0,71;39,91;30,00;0;1;Netherlands;Western Europe;"Boom Uitgevers";"2011-2024";"Cultural Studies (Q2); Philosophy (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
866;21100220499;"Field Actions Science Report";journal;"1867139X, 18678521";"Institut Veolia Environnement";Yes;Yes;0,216;Q3;19;15;73;86;50;56;0,55;5,73;25,00;0;8;France;Western Europe;"Institut Veolia Environnement";"2012-2025";"Development (Q3); Education (Q3); Geography, Planning and Development (Q3); Sociology and Political Science (Q3); Health (social science) (Q4)";"Social Sciences"
