Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
419;22341;"Traditio";journal;"21665508, 03621529";"Cambridge University Press";No;No;0,148;Q3;14;0;27;0;12;27;0,31;0,00;0,00;0;0;United Kingdom;Western Europe;"Cambridge University Press";"1966, 1974-1978, 1980-1982, 1985-1987, 2002-2023";"Literature and Literary Theory (Q2); Religious Studies (Q2); Visual Arts and Performing Arts (Q2); Philosophy (Q3)";"Arts and Humanities"
420;21101137849;"Antiqvorvm Philosophia";journal;"19735030, 19744501";"Fabrizio Serra Editore Srl";No;No;0,147;Q3;2;8;30;360;4;30;0,00;45,00;37,50;0;0;Italy;Western Europe;"Fabrizio Serra Editore Srl";"2019-2024";"Classics (Q2); History (Q2); Linguistics and Language (Q3); Philosophy (Q3)";"Arts and Humanities; Social Sciences"
421;21100396454;"International Journal of Philosophy and Theology";journal;"21692335, 21692327";"Taylor and Francis Ltd.";No;No;0,147;Q3;9;17;73;569;22;70;0,18;33,47;12,50;0;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2013-2024";"Religious Studies (Q2); Philosophy (Q3)";"Arts and Humanities"
422;16300154727;"Pensamiento";journal;"00314749";"Compania de Jesus, Centro Loyola de Estudios y Comunicacion Social";Yes;Yes;0,147;Q3;8;57;246;2439;28;234;0,10;42,79;29,17;0;2;Spain;Western Europe;"Compania de Jesus, Centro Loyola de Estudios y Comunicacion Social";"2002-2024";"Philosophy (Q3)";"Arts and Humanities"
423;21101257865;"Philosophical Letters. Russian and European Dialogue";journal;"26585413";"National Research University, Higher School of Econoimics";No;No;0,147;Q3;2;48;138;874;9;128;0,04;18,21;50,00;0;4;Russian Federation;Eastern Europe;"National Research University, Higher School of Econoimics";"2020-2024";"History (Q2); Literature and Literary Theory (Q2); Arts and Humanities (miscellaneous) (Q3); Philosophy (Q3)";"Arts and Humanities"
424;21100860139;"Bajo Palabra";journal;"1887505X, 15763935";"Universidad Autonoma de Madrid";Yes;Yes;0,146;Q3;4;49;146;1660;23;145;0,20;33,88;30,77;0;10;Spain;Western Europe;"Universidad Autonoma de Madrid";"2017-2024";"Philosophy (Q3)";"Arts and Humanities"
425;21100203307;"Contemporary Pragmatism";journal;"18758185, 15723429";"Brill Academic Publishers";No;No;0,146;Q3;12;20;68;850;15;67;0,23;42,50;25,00;0;2;Netherlands;Western Europe;"Brill Academic Publishers";"2011-2024";"Philosophy (Q3)";"Arts and Humanities"
426;21101051697;"Ethical Thought";journal;"20744897, 20744870";"RAS Institute of Philosophy";No;No;0,146;Q3;2;20;62;566;7;60;0,08;28,30;50,00;0;4;Russian Federation;Eastern Europe;"RAS Institute of Philosophy";"2019-2024";"Philosophy (Q3)";"Arts and Humanities"
427;21100235624;"Faith and Philosophy";journal;"07397046, 21533393";"Society of Christian Philosophers";No;No;0,146;Q3;28;0;58;0;14;57;0,20;0,00;0,00;0;0;United States;Northern America;"Society of Christian Philosophers";"1995-2023";"Religious Studies (Q2); Philosophy (Q3)";"Arts and Humanities"
428;21100312206;"Lexia";book series;"17205298";"Universita di Torino";No;No;0,146;Q3;6;44;74;1435;22;72;0,18;32,61;30,23;0;14;Italy;Western Europe;"Universita di Torino";"2008-2024";"Philosophy (Q3)";"Arts and Humanities"
429;5800167966;"Logique et Analyse";journal;"00245836";"Nationaal Centrum voor Navorsingen in de Logica (Centre National de Recherches de Logique)";Yes;No;0,146;Q3;19;0;27;0;3;26;0,10;0,00;0,00;0;0;Belgium;Western Europe;"Nationaal Centrum voor Navorsingen in de Logica (Centre National de Recherches de Logique)";"2002-2023";"Philosophy (Q3)";"Arts and Humanities"
430;21101229234;"African Journal of Religion, Philosophy and Culture";journal;"26347636, 26347644";"Adonis and Abbey Publishers Ltd";No;No;0,145;Q3;1;21;14;777;2;14;0,14;37,00;17,86;0;11;United Kingdom;Western Europe;"Adonis and Abbey Publishers Ltd";"2023-2024";"Religious Studies (Q2); Arts and Humanities (miscellaneous) (Q3); Philosophy (Q3)";"Arts and Humanities"
431;21101186338;"Estudios de Filosofia (Colombia)";journal;"01213628, 2256358X";"Universidad de Antioquia";Yes;Yes;0,145;Q3;3;20;47;791;19;43;0,40;39,55;33,33;0;0;Colombia;Latin America;"Universidad de Antioquia";"2022-2025";"Philosophy (Q3)";"Arts and Humanities"
432;21100790506;"Kulturne Dejiny";journal;"13382209";"VERBUM - vydavatel'stvo KU";No;No;0,145;Q3;3;16;49;508;7;48;0,15;31,75;35,29;0;1;Slovakia;Eastern Europe;"VERBUM - vydavatel'stvo KU";"2016-2024";"History (Q2); Religious Studies (Q2); Anthropology (Q3); Cultural Studies (Q3); Philosophy (Q3)";"Arts and Humanities; Social Sciences"
433;16100154795;"Neue Zeitschrift fur Systematische Theologie und Religionsphilosophie";journal;"16129520, 00283517";"Walter de Gruyter GmbH";No;No;0,145;Q3;10;31;77;1147;12;72;0,21;37,00;33,33;0;0;Germany;Western Europe;"Walter de Gruyter GmbH";"1959-2025";"Religious Studies (Q2); Philosophy (Q3)";"Arts and Humanities"
434;21101089399;"Southern Semiotic Review";journal;"22022783, 22022775";"Playscript";No;No;0,145;Q3;2;20;43;600;5;40;0,17;30,00;41,67;0;5;Australia;Pacific Region;"Playscript";"2020-2024";"Literature and Literary Theory (Q2); Linguistics and Language (Q3); Philosophy (Q3)";"Arts and Humanities; Social Sciences"
435;5600153136;"European Legacy";journal;"14701316, 10848770";"Taylor and Francis Ltd.";No;No;0,144;Q3;12;74;181;1441;47;170;0,17;19,47;22,03;0;6;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2001-2002, 2009-2025";"History (Q2); Cultural Studies (Q3); Philosophy (Q3)";"Arts and Humanities; Social Sciences"
436;21101039072;"Praktyka Teoretyczna";journal;"20818130";"University of Wroclaw";Yes;Yes;0,143;Q3;5;30;107;1407;15;104;0,15;46,90;51,72;0;4;Poland;Eastern Europe;"University of Wroclaw";"2019-2024";"History (Q2); Literature and Literary Theory (Q2); Anthropology (Q3); Cultural Studies (Q3); Philosophy (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
437;21100892768;"Filozofija i Drustvo";journal;"03535738, 23348577";"University of Belgrade - Institute for Philosophy and Social Theory";Yes;Yes;0,142;Q3;4;38;141;1624;41;130;0,28;42,74;27,50;0;2;Serbia;Eastern Europe;"University of Belgrade - Institute for Philosophy and Social Theory";"2018-2024";"Philosophy (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
438;21101128490;"Quaderns de Filosofia";journal;"23411414, 23413042";"Societat de Filosofia del Pais Valencia";Yes;Yes;0,142;Q3;4;15;52;468;11;49;0,26;31,20;30,77;0;1;Spain;Western Europe;"Societat de Filosofia del Pais Valencia";"2019-2024";"Philosophy (Q3)";"Arts and Humanities"
439;21101029448;"Rocznik Teologiczny";journal;"02392550";"Christian Theological Academy in Warsaw, Faculty of Theology";Yes;Yes;0,142;Q3;2;21;114;1172;8;113;0,06;55,81;10,53;0;3;Poland;Eastern Europe;"Christian Theological Academy in Warsaw, Faculty of Theology";"2009, 2019-2024";"History (Q2); Religious Studies (Q2); Linguistics and Language (Q3); Philosophy (Q3)";"Arts and Humanities; Social Sciences"
440;21100903718;"Azafea";journal;"02133563, 24447072";"Ediciones Universidad de Salamanca";Yes;Yes;0,141;Q3;2;14;62;494;9;59;0,12;35,29;40,00;0;3;Spain;Western Europe;"Ediciones Universidad de Salamanca";"2018-2019, 2021-2024";"Philosophy (Q3)";"Arts and Humanities"
441;21100821156;"Cinta de Moebio";journal;"0717554X";"Universidad de Chile, Facultad de Ciencias Sociales";Yes;Yes;0,141;Q3;9;15;48;108;16;48;0,23;7,20;19,05;0;0;Chile;Latin America;"Universidad de Chile, Facultad de Ciencias Sociales";"2017-2024";"Philosophy (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
442;5800210947;"Heythrop Journal - Quarterly Review of Philosophy and Theology";journal;"00181196";"Wiley-Blackwell";No;No;0,141;Q3;15;42;201;857;28;197;0,14;20,40;10,00;0;4;United States;Northern America;"Wiley-Blackwell";"1960-2025";"Religious Studies (Q2); Philosophy (Q3); Neurology (Q4); Radiological and Ultrasound Technology (Q4); Radiology, Nuclear Medicine and Imaging (Q4); Waste Management and Disposal (Q4); Water Science and Technology (Q4)";"Arts and Humanities; Environmental Science; Health Professions; Medicine; Neuroscience"
443;21100888252;"Perspektivy Nauki i Obrazovania";journal;"23072334";"LLC Ecological Help";No;No;0,141;Q3;10;276;735;10615;248;735;0,35;38,46;73,82;0;160;Russian Federation;Eastern Europe;"LLC Ecological Help";"2018-2024";"Philosophy (Q3); Developmental and Educational Psychology (Q4); Education (Q4)";"Arts and Humanities; Psychology; Social Sciences"
444;16400154769;"Recherches de Theologie et Philosophie Medievales";journal;"13707493, 17831717";"Peeters Publishers";No;No;0,140;Q3;14;9;39;578;13;38;0,37;64,22;12,50;0;0;Belgium;Western Europe;"Peeters Publishers";"1996-2024";"History (Q2); Religious Studies (Q2); Philosophy (Q3)";"Arts and Humanities"
445;21100898685;"Revista Espanola de Filosofia Medieval";journal;"25307878, 11330902";"UCOPress. Editorial Universidad de Cordoba";Yes;Yes;0,140;Q3;3;18;42;477;13;38;0,36;26,50;37,50;0;0;Spain;Western Europe;"UCOPress. Editorial Universidad de Cordoba";"2018-2024";"History (Q2); Religious Studies (Q2); Philosophy (Q3)";"Arts and Humanities"
446;21100400851;"Aries";journal;"15700593, 15679896";"Brill Academic Publishers";No;No;0,139;Q3;14;24;28;785;6;28;0,21;32,71;14,29;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2001-2025";"History (Q2); Religious Studies (Q2); Philosophy (Q3)";"Arts and Humanities"
447;21100200606;"International Journal of Transpersonal Studies";journal;"13210122, 19423241";"International Transpersonal Association";Yes;No;0,139;Q3;15;0;47;0;15;40;0,18;0,00;0,00;0;0;United States;Northern America;"International Transpersonal Association";"2011-2023";"Religious Studies (Q2); Philosophy (Q3); Applied Psychology (Q4)";"Arts and Humanities; Psychology"
448;21101192684;"Journal of International Buddhist Studies";journal;"19066244, 25869620";"Mahachulalongkornrajavidyalaya University";Yes;Yes;0,139;Q3;2;11;44;309;5;44;0,17;28,09;30,00;0;2;Thailand;Asiatic Region;"Mahachulalongkornrajavidyalaya University";"2019-2025";"Religious Studies (Q2); Arts and Humanities (miscellaneous) (Q3); Philosophy (Q3)";"Arts and Humanities"
449;21101196156;"Journal of Philosophical Investigations";journal;"22517960, 24234419";"University of Tabriz";Yes;No;0,139;Q3;2;88;275;2618;18;274;0,07;29,75;21,14;0;5;Iran;Middle East;"University of Tabriz";"2022-2024";"Religious Studies (Q2); Philosophy (Q3)";"Arts and Humanities"
450;20100195049;"SATS";journal;"18697577, 16001974";"Walter de Gruyter GmbH";No;No;0,139;Q3;9;10;34;324;21;32;0,36;32,40;33,33;0;3;Germany;Western Europe;"Walter de Gruyter GmbH";"2000-2025";"Philosophy (Q3)";"Arts and Humanities"
451;14403;"Victorian Studies";journal;"15272052, 00425222";"Indiana University Press";No;No;0,139;Q3;29;19;87;484;24;76;0,23;25,47;50,00;0;1;United States;Northern America;"Indiana University Press";"1969-1972, 1976-1978, 1980-1982, 1984-1986, 1988, 1990-1992, 1995, 1999, 2001-2024";"History (Q2); Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); Philosophy (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
452;18500158300;"Logos (Spain)";journal;"19883242, 15756866";"Universidad Complutense Madrid";Yes;Yes;0,138;Q3;7;23;83;717;9;83;0,11;31,17;5,56;0;2;Spain;Western Europe;"Universidad Complutense Madrid";"1996-1998, 2000-2024";"Philosophy (Q3)";"Arts and Humanities"
453;16200154740;"Logos (United States)";journal;"1533791X, 10916687";"Center for Catholic Studies, University of St. Thomas";Yes;No;0,138;Q3;8;37;108;1122;9;99;0,07;30,32;33,33;0;0;United States;Northern America;"Center for Catholic Studies, University of St. Thomas";"2002-2025";"Literature and Literary Theory (Q2); Religious Studies (Q2); Cultural Studies (Q3); Philosophy (Q3)";"Arts and Humanities; Social Sciences"
454;5700153838;"Philosophy and Rhetoric";journal;"15272079, 00318213";"Penn State University Press";No;No;0,138;Q3;25;20;72;583;30;66;0,45;29,15;26,32;0;0;United States;Northern America;"Penn State University Press";"2002-2024";"Philosophy (Q3)";"Arts and Humanities"
455;19700180585;"Spiritus";journal;"15353117, 15331709";"Johns Hopkins University Press";No;No;0,138;Q3;7;19;60;890;10;55;0,10;46,84;52,94;0;2;United States;Northern America;"Johns Hopkins University Press";"2009-2024";"History (Q2); Religious Studies (Q2); Philosophy (Q3)";"Arts and Humanities"
456;7100153140;"Vivarium";journal;"15685349, 00427543";"Brill Academic Publishers";No;No;0,138;Q3;18;11;33;571;7;33;0,26;51,91;9,09;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"1963-1965, 1967-1982, 1984, 1986-2004, 2006-2024";"History (Q2); Philosophy (Q3)";"Arts and Humanities"
457;21100454974;"Bakhtiniana";journal;"21764573";"LESS Catholic University - Sao Paulo";Yes;Yes;0,137;Q3;6;50;131;1573;27;120;0,27;31,46;64,52;0;2;Brazil;Latin America;"LESS Catholic University - Sao Paulo";"2015-2025";"Literature and Literary Theory (Q2); Linguistics and Language (Q3); Philosophy (Q3)";"Arts and Humanities; Social Sciences"
458;19900191832;"Ideas y Valores";journal;"01200062, 20113668";"Universidad Nacional de Colombia";Yes;Yes;0,137;Q3;7;68;141;1680;16;136;0,08;24,71;19,70;0;5;Colombia;Latin America;"Universidad Nacional de Colombia";"2010-2025";"Philosophy (Q3)";"Arts and Humanities"
459;21100921059;"Prometeica";journal;"18529488";"CONICET - Emiliano Aldegani";Yes;Yes;0,137;Q3;4;94;166;3203;26;150;0,17;34,07;54,29;0;34;Argentina;Latin America;"CONICET - Emiliano Aldegani";"2019-2024";"History and Philosophy of Science (Q3); Philosophy (Q3)";"Arts and Humanities"
460;21100811504;"Rivista di Filosofia del Diritto";journal;"2280482X";"Societa Editrice Il Mulino";No;No;0,137;Q3;6;30;78;959;11;73;0,10;31,97;46,15;0;16;Italy;Western Europe;"Societa Editrice Il Mulino";"2016-2024";"Law (Q3); Philosophy (Q3)";"Arts and Humanities; Social Sciences"
461;21100868562;"Cuadernos Dieciochistas";journal;"23411902, 15767914";"Ediciones Universidad de Salamanca";Yes;Yes;0,136;Q3;3;22;67;1177;8;65;0,11;53,50;13,04;0;2;Spain;Western Europe;"Ediciones Universidad de Salamanca";"2017-2024";"History (Q2); Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Philosophy (Q3)";"Arts and Humanities"
462;21100265641;"Etica e Politica";journal;"18255167";"Universita di Trieste";Yes;Yes;0,136;Q3;8;37;231;1075;30;231;0,14;29,05;27,91;0;10;Italy;Western Europe;"Universita di Trieste";"2013-2024";"Philosophy (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
463;19900191971;"Kemanusiaan";journal;"21804257, 13949330";"Universiti Sains Malaysia";Yes;No;0,136;Q3;8;20;63;946;37;63;0,36;47,30;23,53;0;5;Malaysia;Asiatic Region;"Universiti Sains Malaysia";"2008-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3); Linguistics and Language (Q3); Philosophy (Q3)";"Arts and Humanities; Social Sciences"
464;21100925893;"Metodo";journal;"22819177";"Svdig Press";No;No;0,136;Q3;3;20;61;634;9;58;0,24;31,70;50,00;0;0;Switzerland;Western Europe;"Svdig Press";"2019-2024";"Philosophy (Q3)";"Arts and Humanities"
465;19600157795;"Teorema";journal;"02101602";"KRK Ediciones";No;No;0,136;Q3;13;25;76;626;19;72;0,17;25,04;23,81;0;0;Spain;Western Europe;"KRK Ediciones";"2008-2024";"Philosophy (Q3)";"Arts and Humanities"
466;18400156703;"Actuel Marx";journal;"09944524";"Presses Universitaires de France";No;No;0,135;Q3;8;16;55;532;6;49;0,07;33,25;18,75;0;0;France;Western Europe;"Presses Universitaires de France";"2008-2024";"Philosophy (Q3); Economics and Econometrics (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
467;27106;"Revue des Sciences Philosophiques et Theologiques";journal;"00352209";"Librairie Philosophique J. Vrin";No;No;0,135;Q3;8;15;66;1035;12;63;0,02;69,00;16,67;0;1;France;Western Europe;"Librairie Philosophique J. Vrin";"1980, 2002-2019, 2021-2024";"Religious Studies (Q2); Philosophy (Q3)";"Arts and Humanities"
468;21101048376;"Zeitschrift fur Praktische Philosophie";journal;"24099961";"University of Salzburg";Yes;Yes;0,135;Q3;3;34;110;1528;13;103;0,13;44,94;21,62;0;4;Austria;Western Europe;"University of Salzburg";"2019-2024";"Philosophy (Q3)";"Arts and Humanities"
469;21100811505;"Symposion";journal;"23926260, 1584174X";"Gheorghe Zane Institute for Economic and Social Research, Romanian Academy, Iasi Branch";Yes;Yes;0,134;Q3;6;14;39;314;12;39;0,35;22,43;16,67;0;3;Romania;Eastern Europe;"Gheorghe Zane Institute for Economic and Social Research, Romanian Academy, Iasi Branch";"2014-2024";"Philosophy (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
470;21101256291;"Tabano";journal;"2591572X, 18527221";"Pontificia Universidad Catolica Argentina";Yes;Yes;0,134;Q3;1;14;17;251;3;17;0,18;17,93;20,00;0;1;Argentina;Latin America;"Pontificia Universidad Catolica Argentina";"2022-2025";"Philosophy (Q3)";"Arts and Humanities"
471;21100401126;"Archives d'Histoire Doctrinale et Litteraire du Moyen-Age";journal;"03735478, 21099529";"Librairie Philosophique J. Vrin";No;No;0,133;Q3;6;8;1;1063;0;1;0,00;132,88;50,00;0;0;France;Western Europe;"Librairie Philosophique J. Vrin";"2011-2013, 2015-2018, 2020-2021, 2024";"Literature and Literary Theory (Q2); Philosophy (Q3)";"Arts and Humanities"
472;21100427749;"Brill's Korean Studies Library";book series;"18767079";"Brill Academic Publishers";No;No;0,133;Q3;1;1;24;169;1;1;0,04;169,00;100,00;0;0;United States;Northern America;"Brill Academic Publishers";"2010, 2013, 2015, 2020, 2023-2024";"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); History (Q3); Linguistics and Language (Q3); Philosophy (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
473;5700163990;"Culture and Religion";journal;"14755610";"Routledge";No;No;0,133;Q3;25;12;44;648;14;42;0,22;54,00;50,00;0;7;United Kingdom;Western Europe;"Routledge";"2010-2021, 2023-2025";"Cultural Studies (Q3); Philosophy (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
474;21100870934;"Current Research in the Semantics/Pragmatics Interface";book series;"14727870";"Brill Academic Publishers";No;No;0,133;Q3;11;0;1;0;0;1;0,00;0,00;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2007-2016, 2018-2021";"Linguistics and Language (Q3); Philosophy (Q3)";"Arts and Humanities; Social Sciences"
475;21101197403;"Islamicate Intellectual History";book series;"22128662";"Brill Academic Publishers";No;No;0,133;Q3;4;1;8;100;0;1;0,00;100,00;66,67;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2016-2018, 2020, 2023-2025";"Cultural Studies (Q3); History (Q3); Philosophy (Q3)";"Arts and Humanities; Social Sciences"
476;16100154785;"Journal of the Society of Christian Ethics";journal;"15407942";"Georgetown University Press";No;No;0,133;Q3;12;24;68;1178;12;59;0,17;49,08;36,36;0;4;United States;Northern America;"Georgetown University Press";"2002-2024";"Philosophy (Q3); Religious Studies (Q3)";"Arts and Humanities"
477;21101232976;"Knowledge Hegemonies in the Early Modern World";book series;"27241394, 27241572";"Fondazione Universita Ca Foscari";No;No;0,133;Q3;1;0;2;0;0;1;0,00;0,00;0,00;0;0;Italy;Western Europe;"Fondazione Universita Ca Foscari";"2020, 2023";"History and Philosophy of Science (Q3); Philosophy (Q3); Physics and Astronomy (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Physics and Astronomy; Social Sciences"
478;21101227927;"Lexis Supplementi: Studies in Ancient Philosophy";book series;"27849759, 27849201";"Edizioni Ca' Foscari";No;No;0,133;Q3;1;0;13;0;2;1;0,00;0,00;0,00;0;0;Italy;Western Europe;"Edizioni Ca' Foscari";"2021-2022";"Arts and Humanities (miscellaneous) (Q3); History (Q3); History and Philosophy of Science (Q3); Philosophy (Q3)";"Arts and Humanities"
479;21100201071;"Nietzsche-Studien";journal;"16130790, 03421422";"Walter de Gruyter GmbH";No;No;0,133;Q3;15;14;75;460;18;63;0,24;32,86;18,75;0;0;Germany;Western Europe;"Walter de Gruyter GmbH";"1973-1980, 1982-2025";"Philosophy (Q3)";"Arts and Humanities"
480;21100840368;"Open Insight";journal;"23958936, 20072406";"Centro de Investigacion Social Avanzada";Yes;Yes;0,133;Q3;4;23;75;784;9;66;0,10;34,09;27,27;0;2;Mexico;Latin America;"Centro de Investigacion Social Avanzada";"2017-2025";"Philosophy (Q3)";"Arts and Humanities"
481;21101097344;"Performance Philosophy";journal;"20577176";"Performance Philosophy";Yes;Yes;0,133;Q3;3;12;60;261;13;50;0,06;21,75;50,00;0;0;United Kingdom;Western Europe;"Performance Philosophy";"2019-2024";"Visual Arts and Performing Arts (Q2); Philosophy (Q3)";"Arts and Humanities"
482;21100408160;"Philo of Alexandria Commentary Series";book series;"1570095X";"Brill Academic Publishers";No;No;0,133;Q3;2;1;2;387;2;1;0,00;387,00;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2011, 2013, 2019, 2021, 2024";"Classics (Q2); Philosophy (Q3); Religious Studies (Q3)";"Arts and Humanities"
483;21100407421;"Philosophia Antiqua";book series;"00791687";"Brill Academic Publishers";No;No;0,133;Q3;16;13;4;1257;0;1;0,00;96,69;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2006-2021, 2023-2025";"Classics (Q2); Philosophy (Q3)";"Arts and Humanities"
484;21100426042;"Philosophical Studies in Science and Religion";book series;"18778542";"Brill Academic Publishers";No;No;0,133;Q3;4;1;1;307;0;1;0,00;307,00;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2009-2011, 2015, 2017-2018, 2021, 2024-2025";"History and Philosophy of Science (Q3); Philosophy (Q3); Religious Studies (Q3)";"Arts and Humanities"
485;21101038809;"Philosophy and Politics - Critical Explorations";book series;"23528389, 23528370";"Springer Science and Business Media B.V.";No;No;0,133;Q3;6;23;185;1506;56;1;0,15;65,48;0,00;0;3;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"2016-2024";"Philosophy (Q3); Law (Q4); Political Science and International Relations (Q4); Public Administration (Q4)";"Arts and Humanities; Social Sciences"
486;21101109585;"Revista da Faculdade de Direito da Universidade Federal de Minas Gerais";journal;"19841841, 03042340";"Faculdade de Direito da Universidade Federal de Minas Gerais";Yes;Yes;0,133;Q3;3;41;116;1367;6;98;0,04;33,34;33,33;0;21;Brazil;Latin America;"Faculdade de Direito da Universidade Federal de Minas Gerais";"2019-2024";"History (Q2); Arts and Humanities (miscellaneous) (Q3); Philosophy (Q3); Law (Q4)";"Arts and Humanities; Social Sciences"
487;21100425312;"Social and Critical Theory";book series;"1572459X";"Brill Academic Publishers";No;No;0,133;Q3;11;0;12;0;0;1;0,00;0,00;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2007, 2009-2015, 2017-2021, 2023";"Philosophy (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
488;21101158944;"Studien zur Osterreichischen Philosophie";book series;"01674102";"Brill Academic Publishers";No;No;0,133;Q3;5;14;20;623;1;1;0,00;44,50;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2000-2002, 2004-2005, 2007, 2010, 2013-2015, 2019, 2021, 2024";"Philosophy (Q3); Religious Studies (Q3)";"Arts and Humanities"
489;21100407115;"Studies in Contemporary Phenomenology";book series;"18752470";"Brill Academic Publishers";No;No;0,133;Q3;6;1;12;293;0;1;0,00;293,00;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2008, 2010, 2012-2021, 2023-2024";"Philosophy (Q3)";"Arts and Humanities"
490;21100406830;"Supplements to The Journal of Jewish Thought and Philosophy";book series;"18739008";"Brill Academic Publishers";No;No;0,133;Q3;6;3;2;930;0;1;0,00;310,00;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2007-2017, 2019, 2021, 2023-2025";"Philosophy (Q3)";"Arts and Humanities"
491;21100437632;"Time, Astronomy, and Calendars";book series;"22116338, 2211632X";"Brill Academic Publishers";No;No;0,133;Q3;7;0;2;0;0;1;0,00;0,00;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2012, 2014-2016, 2019-2021, 2023";"History and Philosophy of Science (Q3); Philosophy (Q3)";"Arts and Humanities"
492;5600156881;"Intellectual Discourse";journal;"22895639, 01284878";"International Islamic University Malaysia";Yes;No;0,132;Q3;14;26;82;1091;30;74;0,23;41,96;24,49;0;12;Malaysia;Asiatic Region;"International Islamic University Malaysia";"2011-2025";"Philosophy (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
493;21100899925;"Nomadas";journal;"25394762, 01217550";"Universidad Central";Yes;Yes;0,132;Q3;6;0;73;0;17;70;0,19;0,00;0,00;0;0;Colombia;Latin America;"Universidad Central";"2018-2023";"Anthropology (Q3); Cultural Studies (Q3); Philosophy (Q3); Education (Q4); Psychology (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Psychology; Social Sciences"
494;19700201330;"Anthropology and Humanism";journal;"15481409, 15599167";"John Wiley and Sons Ltd";No;No;0,131;Q3;22;29;174;415;49;100;0,21;14,31;71,43;0;3;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1993-2025";"Literature and Literary Theory (Q2); Anthropology (Q3); Philosophy (Q3)";"Arts and Humanities; Social Sciences"
495;21101049619;"Cuadernos Medievales";journal;"24227471, 24516821";"Universidad Nacional de Mar del Plata";Yes;Yes;0,131;Q3;2;11;38;800;11;37;0,19;72,73;33,33;0;1;Argentina;Latin America;"Universidad Nacional de Mar del Plata";"2019-2024";"Visual Arts and Performing Arts (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3); History (Q3); Philosophy (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
496;21101041535;"Journal of Islamic Ethics";journal;"24685534, 24685542";"Brill Academic Publishers";Yes;Yes;0,131;Q3;5;11;28;433;10;28;0,23;39,36;25,00;0;1;Netherlands;Western Europe;"Brill Academic Publishers";"2017-2019, 2021-2024";"Arts and Humanities (miscellaneous) (Q3); Philosophy (Q3); Religious Studies (Q3)";"Arts and Humanities"
497;27131;"Revue Philosophique de Louvain";journal;"17831768, 00353841";"Peeters Publishers";No;No;0,131;Q3;6;0;68;0;6;64;0,08;0,00;0,00;0;0;Belgium;Western Europe;"Peeters Publishers";"1973, 1996-2019, 2021-2023";"Philosophy (Q3)";"Arts and Humanities"
498;21100427053;"Verifiche";journal;"03914186";"Associazione Trentina di Scienze Umane";No;No;0,131;Q3;4;0;41;0;3;31;0,00;0,00;0,00;0;0;Italy;Western Europe;"Associazione Trentina di Scienze Umane";"2014-2022";"Philosophy (Q3)";"Arts and Humanities"
