Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
140;5600155080;"Philosophy and Social Criticism";journal;"01914537";"SAGE Publications Inc.";No;No;0,444;Q1;42;145;265;5690;280;260;1,03;39,24;26,35;2;32;United States;Northern America;"SAGE Publications Inc.";"1973-1982, 1984-2025";"Philosophy (Q1); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
141;21100794598;"Journal of Media Ethics: Exploring Questions of Media Morality";journal;"2373700X, 23736992";"Taylor and Francis Ltd.";No;No;0,442;Q1;26;32;85;1331;113;73;1,00;41,59;42,86;1;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2015-2025";"Philosophy (Q1); Communication (Q2)";"Arts and Humanities; Social Sciences"
142;21100202749;"Disputatio";journal;"0873626X";"The Philosophy Centre of the University of Lisbon";Yes;Yes;0,440;Q1;16;0;50;0;27;50;0,05;0,00;0,00;0;0;Portugal;Western Europe;"The Philosophy Centre of the University of Lisbon";"1998, 2000-2022";"Philosophy (Q1)";"Arts and Humanities"
143;21100929579;"Secularism and Nonreligion";journal;"20536712";"Ubiquity Press";Yes;No;0,438;Q1;8;4;18;263;25;18;0,63;65,75;28,57;0;0;United Kingdom;Western Europe;"Ubiquity Press";"2019-2024";"Anthropology (Q1); History (Q1); Philosophy (Q1); Religious Studies (Q1); Gender Studies (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
144;29448;"Review of Radical Political Economics";journal;"04866134";"SAGE Publications Inc.";No;No;0,437;Q1;43;57;116;2483;164;113;1,22;43,56;28,36;0;22;United States;Northern America;"SAGE Publications Inc.";"1969-2025";"Philosophy (Q1); Economics and Econometrics (Q3)";"Arts and Humanities; Economics, Econometrics and Finance"
145;5600157616;"Text and Talk";journal;"18607330, 18607349";"De Gruyter Mouton";No;No;0,433;Q1;55;50;122;2323;156;116;1,07;46,46;63,41;0;2;Germany;Western Europe;"De Gruyter Mouton";"2005-2025";"Linguistics and Language (Q1); Philosophy (Q1); Communication (Q2)";"Arts and Humanities; Social Sciences"
146;85257;"Studies in Philosophy and Education";journal;"00393746";"Springer Netherlands";No;No;0,432;Q1;41;48;121;1774;151;101;1,10;36,96;41,38;0;6;Netherlands;Western Europe;"Springer Netherlands";"1960-1970, 1972-1976, 1979, 1990-2025";"Philosophy (Q1); Education (Q2)";"Arts and Humanities; Social Sciences"
147;21101121509;"Ulumuna";journal;"14113457, 23557648";"Universitas Islam Negeri (UIN) Mataram";Yes;Yes;0,426;Q1;7;37;70;1797;128;70;2,19;48,57;21,25;0;10;Indonesia;Asiatic Region;"Universitas Islam Negeri (UIN) Mataram";"2019-2024";"Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1); History (Q1); Philosophy (Q1); Religious Studies (Q1); Education (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
148;21101043444;"European Journal of Analytic Philosophy";journal;"18490514, 18458475";"University of Rijeka, Faculty of Humanities and Social Sciences";Yes;Yes;0,419;Q1;7;19;49;655;54;49;0,73;34,47;12,50;0;0;Croatia;Eastern Europe;"University of Rijeka, Faculty of Humanities and Social Sciences";"2019-2024";"History and Philosophy of Science (Q1); Philosophy (Q1)";"Arts and Humanities"
149;23635;"Adaptive Behavior";journal;"17412633, 10597123";"SAGE Publications Ltd";No;No;0,413;Q1;60;42;142;2973;239;127;1,40;70,79;22,50;0;3;United Kingdom;Western Europe;"SAGE Publications Ltd";"1992-2025";"Philosophy (Q1); Artificial Intelligence (Q3); Experimental and Cognitive Psychology (Q3); Behavioral Neuroscience (Q4)";"Arts and Humanities; Computer Science; Neuroscience; Psychology"
150;21100464933;"Asian Bioethics Review";journal;"17938759, 17939453";"National University of Singapore, Department of Biological Sciences, Centre for Biomedical Ethics";No;No;0,413;Q1;20;56;100;2176;150;85;1,32;38,86;53,72;1;23;Singapore;Asiatic Region;"National University of Singapore, Department of Biological Sciences, Centre for Biomedical Ethics";"2015-2025";"Philosophy (Q1); Health Policy (Q3); Health (social science) (Q3); Issues, Ethics and Legal Aspects (Q3)";"Arts and Humanities; Medicine; Nursing; Social Sciences"
151;24827;"Journal of Philosophy of Education";journal;"14679752, 03098249";"Oxford University Press";No;No;0,412;Q1;51;62;246;2630;266;228;0,84;42,42;48,10;0;13;United Kingdom;Western Europe;"Oxford University Press";"1967-2025";"History (Q1); Philosophy (Q1); Education (Q2)";"Arts and Humanities; Social Sciences"
152;16100154726;"Kantian Review";journal;"13694154";"Cambridge University Press";No;No;0,411;Q1;21;35;109;1330;91;107;0,83;38,00;39,39;0;5;United Kingdom;Western Europe;"Cambridge University Press";"1997-2025";"Philosophy (Q1)";"Arts and Humanities"
153;21100935002;"Revista Espanola de Educacion Comparada";journal;"11378654, 21745382";"Universidad Nacional de Educacion a Distancia (UNED)";Yes;Yes;0,405;Q1;10;46;126;2079;170;125;1,04;45,20;64,29;1;29;Spain;Western Europe;"Universidad Nacional de Educacion a Distancia (UNED)";"2019-2025";"Philosophy (Q1); Education (Q2)";"Arts and Humanities; Social Sciences"
154;19900191410;"Ethics and Social Welfare";journal;"17496535, 17496543";"Routledge";No;No;0,404;Q1;19;32;100;1562;122;86;1,33;48,81;66,67;0;16;United Kingdom;Western Europe;"Routledge";"2015-2025";"Philosophy (Q1); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
155;21100897523;"Moral Philosophy and Politics";journal;"21945616, 21945624";"Walter de Gruyter GmbH";No;No;0,403;Q1;13;33;57;1546;93;54;1,02;46,85;27,27;0;14;Germany;Western Europe;"Walter de Gruyter GmbH";"2014-2025";"History and Philosophy of Science (Q1); Philosophy (Q1); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
156;21100825530;"Danish Yearbook of Philosophy";book series;"00702749, 24689300";"Brill Academic Publishers";No;No;0,399;Q1;5;18;28;671;38;23;0,68;37,28;13,33;0;2;Netherlands;Western Europe;"Brill Academic Publishers";"2011-2013, 2015-2024";"Philosophy (Q1)";"Arts and Humanities"
157;24525;"Ethics and International Affairs";journal;"08926794";"Cambridge University Press";No;No;0,393;Q1;59;25;99;1435;122;92;1,11;57,40;62,07;0;10;United Kingdom;Western Europe;"Cambridge University Press";"1987-2024";"Philosophy (Q1); Political Science and International Relations (Q2)";"Arts and Humanities; Social Sciences"
158;21101095939;"Food Ethics";journal;"23646861";"Springer International Publishing AG";No;No;0,391;Q1;14;23;50;1430;111;48;1,92;62,17;52,50;0;13;Switzerland;Western Europe;"Springer International Publishing AG";"2018-2025";"Philosophy (Q1); Food Science (Q2)";"Agricultural and Biological Sciences; Arts and Humanities"
159;21101045753;"RUDN Journal of Philosophy";journal;"24088900, 23132302";"RUDN University";Yes;Yes;0,388;Q1;4;85;186;1713;36;181;0,21;20,15;37,86;0;5;Russian Federation;Eastern Europe;"RUDN University";"2019-2024";"Philosophy (Q1)";"Arts and Humanities"
160;21100876251;"Vestnik Sankt-Peterburgskogo Universiteta, Filosofiia i Konfliktologiia";journal;"25422278, 25419382";"Saint Petersburg State University";Yes;No;0,383;Q1;6;44;166;1006;55;166;0,35;22,86;41,79;0;5;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2017-2024";"Cultural Studies (Q1); Philosophy (Q1); Religious Studies (Q1); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
161;25432;"Monash Bioethics Review";journal;"18366716, 13212753";"Springer Publishing Company";No;No;0,381;Q1;20;36;58;2107;81;53;1,68;58,53;59,52;1;22;United States;Northern America;"Springer Publishing Company";"1994-2025";"Philosophy (Q1); Social Sciences (miscellaneous) (Q2); Health Policy (Q3); Medicine (miscellaneous) (Q3)";"Arts and Humanities; Medicine; Social Sciences"
162;29243;"Christian Bioethics";journal;"17444195, 13803603";"Oxford University Press";No;No;0,377;Q1;12;19;59;991;33;59;0,77;52,16;21,05;0;4;United Kingdom;Western Europe;"Oxford University Press";"1995-2006, 2010-2024";"Philosophy (Q1); Religious Studies (Q1); Medicine (miscellaneous) (Q3)";"Arts and Humanities; Medicine"
163;21101107566;"Jurnal Ilmiah Islam Futura";journal;"14121190, 24077542";"Universitas Islam Negeri Ar-Raniry";Yes;Yes;0,377;Q1;7;27;52;1194;97;52;2,11;44,22;20,59;0;7;Indonesia;Asiatic Region;"Universitas Islam Negeri Ar-Raniry";"2019-2025";"Philosophy (Q1); Religious Studies (Q1); Arts and Humanities (miscellaneous) (Q2); Gender Studies (Q2); Education (Q3)";"Arts and Humanities; Social Sciences"
164;24010;"Constitutional Political Economy";journal;"15729966, 10434062";"Springer New York";No;No;0,376;Q1;34;51;74;1896;93;72;1,29;37,18;16,46;1;21;United States;Northern America;"Springer New York";"1990-2025";"Philosophy (Q1); Law (Q2); Sociology and Political Science (Q2); Economics and Econometrics (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
165;5700154038;"Metaphilosophy";journal;"14679973, 00261068";"Wiley-Blackwell Publishing Ltd";No;No;0,374;Q1;47;37;151;1583;111;148;0,77;42,78;19,57;0;5;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1970-2025";"Philosophy (Q1)";"Arts and Humanities"
166;144984;"Res Publica";journal;"13564765, 15728692";"Springer Netherlands";Yes;No;0,374;Q1;26;77;122;3398;162;110;1,31;44,13;30,00;0;15;Netherlands;Western Europe;"Springer Netherlands";"1994-2025";"Philosophy (Q1); Law (Q2)";"Arts and Humanities; Social Sciences"
167;24784;"Journal of Ethics";journal;"13824554";"Springer Netherlands";No;No;0,373;Q1;44;53;97;2883;101;91;0,88;54,40;25,40;0;7;Netherlands;Western Europe;"Springer Netherlands";"1997-2025";"Philosophy (Q1)";"Arts and Humanities"
168;21101162976;"Theory and Event";journal;"25726633, 1092311X";"Johns Hopkins University Press";No;No;0,373;Q1;10;33;121;1513;138;106;0,46;45,85;41,94;0;3;United States;Northern America;"Johns Hopkins University Press";"2019-2025";"Philosophy (Q1); Arts and Humanities (miscellaneous) (Q2)";"Arts and Humanities"
169;25237;"Philosophy of the Social Sciences";journal;"15527441, 00483931";"SAGE Publications Inc.";No;No;0,372;Q1;44;25;82;1476;64;80;0,50;59,04;25,00;0;2;United States;Northern America;"SAGE Publications Inc.";"1971-2025";"Philosophy (Q1); Social Sciences (miscellaneous) (Q2)";"Arts and Humanities; Social Sciences"
170;21100456774;"Scientia et Fides";journal;"23007648, 23535636";"Nicolaus Copernicus University";Yes;Yes;0,370;Q1;10;27;77;1014;57;76;0,90;37,56;3,13;0;1;Poland;Eastern Europe;"Nicolaus Copernicus University";"2013-2024";"Philosophy (Q1); Religious Studies (Q1)";"Arts and Humanities"
171;26029;"Philosophia (United States)";journal;"00483893, 15749274";"Springer Netherlands";No;No;0,369;Q1;29;96;445;2487;285;439;0,62;25,91;18,56;0;1;Netherlands;Western Europe;"Springer Netherlands";"1971-1995, 1997-1999, 2001-2025";"Philosophy (Q1)";"Arts and Humanities"
172;21100982310;"Logos: Revista de Linguistica, Filosofia y Literatura";journal;"07167520, 07193262";"Universidad de la Serena,Departamento de Artes y Letras";Yes;Yes;0,366;Q1;6;36;81;1295;36;81;0,33;35,97;45,90;0;5;Chile;Latin America;"Universidad de la Serena,Departamento de Artes y Letras";"2019-2024";"Linguistics and Language (Q1); Literature and Literary Theory (Q1); Philosophy (Q1)";"Arts and Humanities; Social Sciences"
173;5700154184;"Legal Theory";journal;"13523252, 14698048";"Cambridge University Press";No;No;0,365;Q1;38;9;40;751;41;37;0,70;83,44;44,44;0;3;United Kingdom;Western Europe;"Cambridge University Press";"1995-2024";"Philosophy (Q1); Law (Q2)";"Arts and Humanities; Social Sciences"
174;21100235821;"Ancient Philosophy";journal;"07402007, 21544689";"Philosophy Documentation Center";No;No;0,363;Q1;25;25;90;1113;35;90;0,30;44,52;24,00;0;0;United States;Northern America;"Philosophy Documentation Center";"1980, 1996-2025";"Classics (Q1); Philosophy (Q1)";"Arts and Humanities"
175;5800207635;"Theoria (Spain)";journal;"04954548, 2171679X";"UPV/EHU Press";Yes;Yes;0,359;Q1;18;20;63;971;40;60;0,46;48,55;17,39;0;0;Spain;Western Europe;"UPV/EHU Press";"2003-2024";"Philosophy (Q1); History and Philosophy of Science (Q2)";"Arts and Humanities"
176;21101198455;"Asian Journal of Philosophy";journal;"27314642";"Springer Nature";No;No;0,354;Q1;6;87;126;2569;97;124;0,77;29,53;21,78;0;4;Netherlands;Western Europe;"Springer Nature";"2022-2025";"Philosophy (Q1)";"Arts and Humanities"
177;19500157012;"Journal of Theoretical and Philosophical Psychology";journal;"10688471";"American Psychological Association";No;No;0,352;Q1;30;43;74;1781;81;71;1,15;41,42;28,81;0;3;United States;Northern America;"American Psychological Association";"1986-2025";"Philosophy (Q1); Psychology (miscellaneous) (Q3)";"Arts and Humanities; Psychology"
178;21100200425;"Bulletin of the Section of Logic";journal;"01380680";"Department of Logic, University of Lodz";Yes;Yes;0,349;Q1;16;21;66;410;40;65;0,47;19,52;13,33;0;0;Poland;Eastern Europe;"Department of Logic, University of Lodz";"1996-2024";"Philosophy (Q1); Logic (Q3)";"Arts and Humanities; Mathematics"
179;21100792095;"Recerca";journal;"22544135, 11306149";"Universitat Jaume I";Yes;Yes;0,347;Q1;10;16;60;620;65;58;0,71;38,75;41,18;0;10;Spain;Western Europe;"Universitat Jaume I";"2016-2024";"Philosophy (Q1); Social Sciences (miscellaneous) (Q2)";"Arts and Humanities; Social Sciences"
180;6500153160;"Asian Philosophy";journal;"09552367, 14692961";"Taylor and Francis Ltd.";No;No;0,346;Q1;21;43;79;1531;40;79;0,43;35,60;38,10;0;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1991-2025";"Philosophy (Q1); Religious Studies (Q1)";"Arts and Humanities"
181;21674;"University of New South Wales Law Journal";journal;"18392881, 03130096";"University of New South Wales Law Journal";No;No;0,344;Q1;12;46;154;4063;133;137;0,65;88,33;51,32;0;19;Australia;Pacific Region;"University of New South Wales Law Journal";"1983, 1991, 1994, 2001-2003, 2018-2024";"Philosophy (Q1); Law (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
182;20100195005;"Estetika: The European Journal of Aesthetics";journal;"00141291, 25710915";"Helsinki University Press";Yes;Yes;0,342;Q1;8;12;32;369;26;32;0,59;30,75;42,86;0;0;Finland;Western Europe;"Helsinki University Press";"2008-2024";"Literature and Literary Theory (Q1); Philosophy (Q1); Visual Arts and Performing Arts (Q1)";"Arts and Humanities"
183;19700200843;"Philosophical Papers";journal;"05568641, 19968523";"Taylor and Francis Ltd.";No;No;0,342;Q1;27;1;42;0;46;41;1,58;0,00;0,00;0;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1972-2024";"Philosophy (Q1)";"Arts and Humanities"
184;21100205762;"Journal of Applied Non-Classical Logics";journal;"19585780, 11663081";"Taylor and Francis Inc.";No;No;0,341;Q1;33;30;46;1094;33;45;0,79;36,47;11,11;0;0;United States;Northern America;"Taylor and Francis Inc.";"1991-2025";"Philosophy (Q1); Logic (Q3)";"Arts and Humanities; Mathematics"
185;19900192553;"Ethics and Education";journal;"17449642, 17449650";"Routledge";No;No;0,337;Q1;24;40;93;1763;115;93;0,86;44,08;43,40;0;9;United Kingdom;Western Europe;"Routledge";"2010-2025";"Philosophy (Q1); Education (Q3)";"Arts and Humanities; Social Sciences"
186;21100242832;"Practical Theology";journal;"1756073X, 17560748";"Taylor and Francis Ltd.";No;No;0,336;Q1;11;51;162;1712;70;134;0,39;33,57;43,59;0;6;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2013-2025";"Philosophy (Q1)";"Arts and Humanities"
187;21100291842;"Revus";journal;"18557112, 15817652";"Revus Klub";No;No;0,336;Q1;9;15;71;531;33;69;0,44;35,40;40,00;0;2;Slovenia;Eastern Europe;"Revus Klub";"2013-2024";"Philosophy (Q1); Law (Q2)";"Arts and Humanities; Social Sciences"
188;27741;"Theoria";journal;"00405825";"John Wiley &amp; Sons Inc.";No;Yes;0,335;Q1;22;65;222;2352;123;190;0,59;36,18;25,00;0;4;United States;Northern America;"John Wiley &amp; Sons Inc.";"1935-2025";"Philosophy (Q1)";"Arts and Humanities"
189;23474;"Environmental Ethics";journal;"01634275";"Environmental Philosophy Inc";No;No;0,334;Q1;37;34;42;1150;41;37;0,93;33,82;30,77;0;6;United States;Northern America;"Environmental Philosophy Inc";"1979-1981, 1984, 1988, 1990, 1996-2024";"Philosophy (Q1); Environmental Science (miscellaneous) (Q3)";"Arts and Humanities; Environmental Science"
190;5700157507;"Philosophical Investigations";journal;"14679205, 01900536";"Wiley-Blackwell Publishing Ltd";No;No;0,333;Q1;19;34;79;588;34;74;0,50;17,29;4,00;0;3;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1978-2025";"Philosophy (Q1)";"Arts and Humanities"
191;7000153207;"NanoEthics";journal;"18714765, 18714757";"Springer Netherlands";Yes;No;0,332;Q1;36;12;65;853;108;56;1,50;71,08;22,73;1;2;Netherlands;Western Europe;"Springer Netherlands";"2007-2025";"Philosophy (Q1); History and Philosophy of Science (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2); Management of Technology and Innovation (Q3); Nanoscience and Nanotechnology (Q3)";"Arts and Humanities; Business, Management and Accounting; Materials Science; Social Sciences"
192;5600153821;"Philosophy";journal;"00318191, 1469817X";"Cambridge University Press";No;No;0,328;Q1;32;19;80;872;66;77;0,71;45,89;20,00;0;2;United Kingdom;Western Europe;"Cambridge University Press";"1926-2024";"Philosophy (Q1)";"Arts and Humanities"
193;21100943527;"Philosophy of Music Education Review";journal;"10635734, 15433412";"Indiana University Press";No;No;0,328;Q1;7;14;40;602;28;32;0,30;43,00;15,38;0;1;United States;Northern America;"Indiana University Press";"2019-2024";"Music (Q1); Philosophy (Q1); Education (Q3)";"Arts and Humanities; Social Sciences"
194;5600157617;"Criminal Law and Philosophy";journal;"18719791, 18719805";"Springer Netherlands";No;No;0,327;Q1;26;64;121;1128;93;119;0,75;17,63;25,40;0;15;Netherlands;Western Europe;"Springer Netherlands";"2007-2025";"Philosophy (Q1); Law (Q2)";"Arts and Humanities; Social Sciences"
195;21100264008;"Ido Movement for Culture";journal;"20827571, 20843763";"Stowarzyszenie Idokan Polska";Yes;Yes;0,327;Q1;19;46;119;1976;128;117;0,91;42,96;20,41;0;5;Poland;Eastern Europe;"Stowarzyszenie Idokan Polska";"2013-2025";"Philosophy (Q1); Arts and Humanities (miscellaneous) (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q3)";"Arts and Humanities; Health Professions"
196;24180;"History of European Ideas";journal;"01916599, 1873541X";"Taylor and Francis Ltd.";No;No;0,325;Q1;22;187;267;8044;109;252;0,39;43,02;36,84;0;21;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-2025";"History (Q1); Philosophy (Q1); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
197;17568;"Law and Philosophy";journal;"15730522, 01675249";"Springer Netherlands";No;No;0,325;Q1;40;33;75;23;78;74;0,78;0,70;14,29;0;6;Netherlands;Western Europe;"Springer Netherlands";"1982-2025";"Philosophy (Q1); Law (Q2)";"Arts and Humanities; Social Sciences"
198;19700170425;"Journal of Military Ethics";journal;"15027570, 15027589";"Routledge";No;No;0,323;Q1;27;24;67;720;65;56;1,11;30,00;29,73;0;2;United Kingdom;Western Europe;"Routledge";"2002-2025";"Philosophy (Q1); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
199;17100154721;"Journal of Philosophical Research";journal;"10538364";"Philosophy Documentation Center";No;No;0,323;Q1;19;11;43;397;23;43;0,62;36,09;40,00;0;0;United States;Northern America;"Philosophy Documentation Center";"2002-2022, 2024";"Philosophy (Q1)";"Arts and Humanities"
200;1100147107;"Mortality";journal;"13576275, 14699885";"Routledge";No;No;0,320;Q1;34;84;101;4267;147;94;1,57;50,80;62,23;1;26;United Kingdom;Western Europe;"Routledge";"2005-2025";"Philosophy (Q1); Religious Studies (Q1); Health (social science) (Q3)";"Arts and Humanities; Social Sciences"
201;19700181256;"Constructivist Foundations";journal;"1782348X";"Vrije Universiteit Brussel";No;No;0,319;Q1;26;42;276;684;133;275;0,50;16,29;20,51;0;2;Belgium;Western Europe;"Vrije Universiteit Brussel";"2010-2024";"Philosophy (Q1); History and Philosophy of Science (Q2); Multidisciplinary (Q2); Artificial Intelligence (Q3); Education (Q3); Cognitive Neuroscience (Q4)";"Arts and Humanities; Computer Science; Multidisciplinary; Neuroscience; Social Sciences"
202;6500153136;"International Journal of Philosophical Studies";journal;"14664542, 09672559";"Taylor and Francis Ltd.";No;No;0,316;Q1;29;37;102;1149;78;92;0,59;31,05;12,50;0;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1993-2025";"Philosophy (Q1)";"Arts and Humanities"
203;21100827842;"Analisis Filosofico";journal;"03261301, 18519636";"Sociedad Argentina de Analisis Filosofico";Yes;Yes;0,313;Q1;4;25;65;471;16;62;0,11;18,84;14,29;0;2;Argentina;Latin America;"Sociedad Argentina de Analisis Filosofico";"2017-2024";"Philosophy (Q1)";"Arts and Humanities"
204;21213;"Speculum";journal;"20408072, 00387134";"University of Chicago Press";No;No;0,312;Q1;31;35;55;21;56;55;0,76;0,60;50,00;0;3;United States;Northern America;"University of Chicago Press";"1926-1995, 1998-1999, 2001-2024";"Cultural Studies (Q1); History (Q1); Literature and Literary Theory (Q1); Philosophy (Q1); Religious Studies (Q1); Visual Arts and Performing Arts (Q1)";"Arts and Humanities; Social Sciences"
205;21101169012;"Feminist Formations";journal;"21517363, 21517371";"Johns Hopkins University Press";No;No;0,310;Q1;9;36;141;923;89;115;0,43;25,64;96,67;0;8;United States;Northern America;"Johns Hopkins University Press";"2019-2024";"Cultural Studies (Q1); Literature and Literary Theory (Q1); Philosophy (Q1); Gender Studies (Q2)";"Arts and Humanities; Social Sciences"
206;21100935076;"International and Multidisciplinary Journal of Social Sciences";journal;"20143680";"Hipatia Editorial";Yes;No;0,310;Q1;10;14;35;618;61;35;1,74;44,14;62,07;0;6;Spain;Western Europe;"Hipatia Editorial";"2014, 2019-2024";"History (Q1); Philosophy (Q1); Social Sciences (miscellaneous) (Q2); Economics and Econometrics (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
207;5700152785;"Voprosy Filosofii";journal;"00428744";"Izdatel'stvo Nauka";No;No;0,310;Q1;10;197;713;2432;138;707;0,22;12,35;37,35;0;17;Russian Federation;Eastern Europe;"Izdatel'stvo Nauka";"2002-2025";"Cultural Studies (Q1); Philosophy (Q1); History and Philosophy of Science (Q2); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
208;21100940504;"Filosofskii Zhurnal";journal;"20720726, 26584883";"Russian Academy of Sciences";No;No;0,309;Q2;4;51;162;1108;25;162;0,22;21,73;33,33;0;6;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"2019-2024";"Cultural Studies (Q1); History and Philosophy of Science (Q2); Linguistics and Language (Q2); Philosophy (Q2)";"Arts and Humanities; Social Sciences"
209;15288;"History and Theory";journal;"14682303, 00182656";"Wiley-Blackwell";No;No;0,309;Q2;57;26;117;601;118;102;1,03;23,12;29,63;0;1;United States;Northern America;"Wiley-Blackwell";"1968-1969, 1977, 1996-2024";"History (Q1); Philosophy (Q2)";"Arts and Humanities"
210;5600153477;"Journal of Contemporary Religion";journal;"14699419, 13537903";"Routledge";No;No;0,309;Q2;40;36;74;1119;63;72;0,80;31,08;51,61;0;5;United Kingdom;Western Europe;"Routledge";"1995-2025";"Cultural Studies (Q1); Religious Studies (Q1); Philosophy (Q2)";"Arts and Humanities; Social Sciences"
211;21101033913;"Journal of the History of Analytical Philosophy";journal;"21590303";"University of Victoria";Yes;Yes;0,309;Q2;7;9;49;499;23;44;0,32;55,44;11,11;0;0;Canada;Northern America;"University of Victoria";"2019-2024";"Philosophy (Q2)";"Arts and Humanities"
212;21100403904;"Journal of Sufi Studies";journal;"22105956, 22105948";"Brill Academic Publishers";No;No;0,303;Q2;9;8;33;959;13;33;0,47;119,88;33,33;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2012-2018, 2020-2024";"Cultural Studies (Q1); History (Q1); Religious Studies (Q1); Philosophy (Q2)";"Arts and Humanities; Social Sciences"
213;4700152620;"Journal of Indian Philosophy";journal;"00221791";"Springer Netherlands";No;No;0,301;Q2;25;31;100;1543;38;97;0,33;49,77;24,14;0;0;Netherlands;Western Europe;"Springer Netherlands";"1970-2025";"Cultural Studies (Q1); Philosophy (Q2)";"Arts and Humanities; Social Sciences"
214;21100780471;"Asian Studies";journal;"22325131, 23504226";"University of Ljubljana Press";Yes;Yes;0,300;Q2;10;38;123;1386;92;113;0,68;36,47;34,29;0;1;Slovenia;Eastern Europe;"University of Ljubljana Press";"2013-2025";"Cultural Studies (Q1); History (Q1); Literature and Literary Theory (Q1); Philosophy (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
215;21100837232;"Epistemology and Philosophy of Science";journal;"1811833X, 23117133";"Institute of Philosophy, Russian Academy of Sciences";Yes;No;0,299;Q2;10;63;215;1494;62;211;0,27;23,71;35,38;0;1;Russian Federation;Eastern Europe;"Institute of Philosophy, Russian Academy of Sciences";"2017-2024";"Cultural Studies (Q1); Arts and Humanities (miscellaneous) (Q2); History and Philosophy of Science (Q2); Philosophy (Q2); Education (Q3)";"Arts and Humanities; Social Sciences"
216;144919;"Ethik in der Medizin";journal;"09357335";"Springer Verlag";No;No;0,297;Q2;15;41;144;1576;98;104;0,77;38,44;60,27;0;7;Germany;Western Europe;"Springer Verlag";"1998, 2001-2002, 2005-2025";"Philosophy (Q2); Health Policy (Q3); Health (social science) (Q3); Issues, Ethics and Legal Aspects (Q3)";"Arts and Humanities; Medicine; Nursing; Social Sciences"
217;21101073951;"Pharos Journal of Theology";journal;"24143324";"Africa Journals";Yes;No;0,297;Q2;6;142;318;5542;152;318;0,57;39,03;41,23;1;51;South Africa;Africa;"Africa Journals";"2019-2025";"Religious Studies (Q1); Archeology (arts and humanities) (Q2); Philosophy (Q2)";"Arts and Humanities"
218;5700160142;"Proceedings of the Aristotelean Society";journal;"14679264, 00667374";"Oxford University Press";No;No;0,294;Q2;54;10;61;294;42;61;0,77;29,40;30,00;0;0;United Kingdom;Western Europe;"Oxford University Press";"1996-2024";"Philosophy (Q2)";"Arts and Humanities"
219;16000154708;"Southern Journal of Philosophy";journal;"20416962, 00384283";"John Wiley and Sons Inc";No;No;0,293;Q2;31;62;117;2179;99;107;0,79;35,15;30,65;0;3;United States;Northern America;"John Wiley and Sons Inc";"1963-2025";"Philosophy (Q2)";"Arts and Humanities"
220;19700182214;"Cultura. International Journal of Philosophy of Culture and Axiology";journal;"15841057, 20655002";"Cultura";No;No;0,289;Q2;10;98;84;2802;164;84;2,24;28,59;42,18;0;23;United States;Northern America;"Cultura";"2009-2025";"Cultural Studies (Q1); Philosophy (Q2)";"Arts and Humanities; Social Sciences"
221;21100896940;"Intellectual Economics";journal;"18228038, 18228011";"Mykolo Romerio Universitetas";Yes;No;0,289;Q2;11;20;62;966;123;59;2,18;48,30;34,43;0;12;Lithuania;Eastern Europe;"Mykolo Romerio Universitetas";"2018-2024";"Economics, Econometrics and Finance (miscellaneous) (Q2); Philosophy (Q2); Sociology and Political Science (Q2); Management of Technology and Innovation (Q3); Organizational Behavior and Human Resource Management (Q3)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
